RecId	Type	Shape_area	LambertX	LambertY	BlockID	ParcelID	parcel_area	parcel_cover	centroid	has_front_garden	num_neighbours	num_facades	distance_to_bus_stop	distance_to_train_station	distance_to_kindergarten	distance_to_school
4276849	CL	212.643	149836.5695338475	189553.72064889316	138186.0	5710642.0	668.1	36.32	POINT (149836.5695338475 189553.7206488932)	True	1.0	3.0	709.455	1246.7619999999995	639.56	639.56
4276850	CL	30.0012	149843.57057411992	189535.9406323895	138186.0	5710642.0	668.1	36.32	POINT (149843.5705741199 189535.9406323895)	True	0.0	4.0	709.455	1246.7619999999995	639.56	639.56
4276851	CL	149.0323	149396.1955558044	187852.17764129702	138170.0	5710703.0	831.8775	17.92	POINT (149396.1955558044 187852.177641297)	True	0.0	4.0	341.305	489.221	489.221	489.221
4276852	CL	95.1838	149890.69257882886	189204.7029861006	138188.0	5708463.0	175.3422	54.28	POINT (149890.6925788289 189204.7029861006)	False	2.0	2.0	456.431	961.167	386.536	386.536
4276853	CL	144.0279	149968.70249860964	189117.39801290672	138187.0	5710531.0	193.8073	74.32	POINT (149968.7024986096 189117.3980129067)	True	2.0	2.0	275.526	900.1	205.631	205.631
4276855	CL	48.4865	149535.32045512597	189329.14120548416	138146.0	5708497.0	169.4955	45.72	POINT (149535.320455126 189329.1412054842)	False	2.0	2.0	587.3810000000002	617.2160000000002	1075.4759999999997	1075.4759999999997
4276856	CL	11.0165	149538.68800014173	189315.96638763012	138146.0	5708497.0	169.4955	45.72	POINT (149538.6880001417 189315.9663876301)	True	1.0	3.0	587.3810000000002	617.2160000000002	1075.4759999999997	1075.4759999999997
4276857	OO	17.9838	149535.93569285117	189324.00607109707	138146.0	5708497.0	169.4955	45.72	POINT (149535.9356928512 189324.0060710971)	True	2.0	2.0	587.3810000000002	617.2160000000002	1075.4759999999997	1075.4759999999997
4276858	CL	142.0868	148444.98164597154	189576.3410608455	138142.0	5709433.0	1166.7216	18.09	POINT (148444.9816459715 189576.3410608455)	True	0.0	4.0	76.452	76.452	76.452	76.452
4276859	CL	54.9662	148434.05203717924	189584.41111584945	138142.0	5709433.0	1166.7216	18.09	POINT (148434.0520371792 189584.4111158494)	True	0.0	4.0	76.452	76.452	76.452	76.452
4276860	ON	13.9885	148439.66222287324	189579.8553958646	138142.0	5709433.0	1166.7216	18.09	POINT (148439.6622228732 189579.8553958646)	True	0.0	4.0	76.452	76.452	76.452	76.452
4276861	CL	76.6123	148911.1394815785	188676.7169958227	138141.0	5708980.0	591.2752	17.44	POINT (148911.1394815785 188676.7169958227)	True	1.0	3.0	240.06300000000005	659.9069999999999	328.195	328.195
4276862	CL	26.5351	148901.58381595483	188663.5607442425	138141.0	5708980.0	591.2752	17.44	POINT (148901.5838159548 188663.5607442425)	True	0.0	4.0	240.06300000000005	659.9069999999999	328.195	328.195
4276863	CL	87.3753	148612.6374710332	189508.74979526052	138143.0	5710701.0	263.7147	33.13	POINT (148612.6374710332 189508.7497952605)	True	2.0	2.0	180.706	429.8189999999999	180.706	180.706
4276864	CL	49.7964	149225.93474946546	189501.31133404802	138144.0	5708263.0	232.1615	25.02	POINT (149225.9347494655 189501.311334048)	True	2.0	2.0	584.294	954.6600000000002	1348.34	1348.34
4276865	CL	8.2892	149238.94996931308	189499.80753008637	138144.0	5708263.0	232.1615	25.02	POINT (149238.9499693131 189499.8075300864)	True	1.0	3.0	428.43600000000015	798.8020000000001	1192.482	1192.482
4276866	CL	102.2043	148900.63299114406	189426.28624414356	138147.0	5710557.0	406.8155	28.63	POINT (148900.6329911441 189426.2862441436)	False	2.0	2.0	642.499	891.6120000000001	642.499	642.499
4276867	CL	14.2653	148951.32683076966	189446.37884428108	138147.0	5710557.0	406.8155	28.63	POINT (148951.3268307697 189446.3788442811)	False	1.0	3.0	459.57500000000005	871.0760000000001	646.423	646.423
4276868	CL	86.6042	149051.03844846186	189043.76512933962	138154.0	5708774.0	208.9803	45.72	POINT (149051.0384484619 189043.7651293396)	False	2.0	2.0	191.51799999999997	561.317	726.1940000000001	726.1940000000001
4276869	CL	8.9328	149043.62688015404	189024.1357260948	138154.0	5708774.0	208.9803	45.72	POINT (149043.626880154 189024.1357260948)	True	1.0	3.0	191.51799999999997	561.317	726.1940000000001	726.1940000000001
4276870	CL	49.4409	149871.83240690554	189301.63598999844	138181.0	5710802.0	187.7629	26.33	POINT (149871.8324069055 189301.6359899984)	True	2.0	2.0	574.6760000000002	938.9829999999998	504.78100000000006	504.78100000000006
4276871	CL	86.9453	149319.93553538577	189303.5705677925	138148.0	5710168.0	236.1986	36.81	POINT (149319.9355353858 189303.5705677925)	False	2.0	2.0	342.42500000000007	564.5800000000002	1098.716	1098.716
4276872	CL	592.425	149023.26280928115	188180.18564784693	138163.0	5710710.0	5285.8502	12.66	POINT (149023.2628092812 188180.1856478469)	True	0.0	4.0	400.612	763.667	205.039	205.039
4276873	CL	76.9542	148987.1519180102	188181.10825865323	138163.0	5710710.0	5285.8502	12.66	POINT (148987.1519180102 188181.1082586532)	True	0.0	4.0	400.612	763.667	205.039	205.039
4276874	CL	49.0568	149323.66943345673	189375.82093422025	138144.0	5709945.0	294.323	21.64	POINT (149323.6694334567 189375.8209342202)	True	2.0	2.0	343.22900000000004	713.5950000000001	1107.275	1107.275
4276875	CL	8.8509	149324.45750910006	189383.71140102463	138144.0	5709945.0	294.323	21.64	POINT (149324.4575091001 189383.7114010246)	True	1.0	3.0	343.22900000000004	713.5950000000001	1107.275	1107.275
4276876	ON	5.7791	149323.62132803907	189381.15405250742	138144.0	5709945.0	294.323	21.64	POINT (149323.6213280391 189381.1540525074)	True	1.0	3.0	343.22900000000004	713.5950000000001	1107.275	1107.275
4276877	CL	78.5044	149066.28176789123	188667.91740745323	138161.0	5709646.0	258.0324	30.42	POINT (149066.2817678912 188667.9174074532)	False	1.0	3.0	288.84799999999996	558.5350000000001	387.694	387.694
4276878	CL	88.5175	148592.73982214896	189580.71019593484	138143.0	5708844.0	395.9394	22.36	POINT (148592.739822149 189580.7101959348)	True	1.0	3.0	129.063	378.17599999999993	129.063	129.063
4276879	CL	50.2951	149872.1883810854	189289.4736527696	138181.0	5710293.0	189.8462	26.49	POINT (149872.1883810854 189289.4736527696)	True	2.0	2.0	574.6760000000002	938.9829999999998	504.78100000000006	504.78100000000006
4276880	CL	113.1687	149407.01724159947	187916.70685058233	138168.0	5709650.0	453.7601	32.87	POINT (149407.0172415995 187916.7068505823)	True	1.0	3.0	291.051	438.967	438.967	438.967
4276881	CL	36.0045	149425.2161432426	187918.5121825332	138168.0	5709650.0	453.7601	32.87	POINT (149425.2161432426 187918.5121825332)	True	0.0	4.0	291.051	438.967	438.967	438.967
4276882	CL	125.131	149844.58970548725	189108.42217630002	138188.0	5709849.0	159.1027	78.65	POINT (149844.5897054872 189108.4221763)	False	1.0	3.0	307.548	631.6020000000001	237.653	237.653
4276883	CL	294.9429	149148.2438553364	188243.4650657295	138174.0	5708998.0	1963.206	21.31	POINT (149148.2438553364 188243.4650657295)	True	0.0	4.0	337.46000000000004	826.8190000000001	141.887	141.887
4276884	CL	94.8579	149133.30476545065	188225.9973739059	138174.0	5708998.0	1963.206	21.31	POINT (149133.3047654507 188225.9973739059)	True	0.0	4.0	337.46000000000004	826.8190000000001	141.887	141.887
4276885	CL	20.1889	149137.33390224486	188206.25026504594	138174.0	5708998.0	1963.206	21.31	POINT (149137.3339022449 188206.2502650459)	True	0.0	4.0	400.612	763.667	205.039	205.039
4276886	ON	8.2864	149146.9398339196	188237.03764064275	138174.0	5708998.0	1963.206	21.31	POINT (149146.9398339196 188237.0376406428)	True	0.0	4.0	337.46000000000004	826.8190000000001	141.887	141.887
4276887	CL	147.2262	149616.47703566437	188229.44946167356	138176.0	5710075.0	1444.7708	13.28	POINT (149616.4770356644 188229.4494616736)	True	0.0	4.0	78.534	663.7529999999998	663.7529999999998	663.7529999999998
4276888	CL	44.6418	149612.3150136331	188243.09326314964	138176.0	5710075.0	1444.7708	13.28	POINT (149612.3150136331 188243.0932631496)	False	1.0	3.0	78.534	663.7529999999998	663.7529999999998	663.7529999999998
4276889	CL	110.0258	150167.2750826857	188712.8455402496	138189.0	5708351.0	318.2834	34.57	POINT (150167.2750826857 188712.8455402496)	True	1.0	3.0	312.06899999999996	932.994	619.2180000000001	619.2180000000001
4276890	CL	63.8414	149708.4184216407	189574.7524374311	138180.0	5708739.0	461.1625	16.7	POINT (149708.4184216407 189574.7524374311)	True	1.0	3.0	936.3760000000001	1260.4299999999994	866.481	866.481
4276891	CL	13.1911	149705.88615201414	189582.7232349067	138180.0	5708739.0	461.1625	16.7	POINT (149705.8861520141 189582.7232349067)	True	1.0	3.0	936.3760000000001	1260.4299999999994	866.481	866.481
4276892	CL	52.6086	150272.2042807645	188579.88775663904	138191.0	5709373.0	52.6086	100.0	POINT (150272.2042807645 188579.887756639)	False	1.0	3.0	742.8349999999998	1212.0330000000001	986.4849999999999	986.4849999999999
4276893	CL	147.2814	150416.95556564585	189138.45567434974	138199.0	5708352.0	1504.7643	9.79	POINT (150416.9555656459 189138.4556743497)	True	0.0	4.0	175.16899999999998	1091.3269999999995	328.632	328.632
4276894	CL	183.9751	149813.97762293974	188121.9558136064	138176.0	5709895.0	1073.5875	17.14	POINT (149813.9776229397 188121.9558136064)	True	0.0	4.0	376.77500000000003	869.314	869.314	869.314
4276895	CL	90.7631	148611.8161883017	189480.47622615792	138143.0	5710441.0	341.3231	26.59	POINT (148611.8161883017 189480.4762261579)	True	2.0	2.0	180.706	429.8189999999999	180.706	180.706
4276896	CL	113.4481	149571.78420500248	188241.9453481924	138158.0	5710663.0	653.1075	20.08	POINT (149571.7842050025 188241.9453481924)	False	2.0	2.0	78.534	663.7529999999998	663.7529999999998	663.7529999999998
4276897	ON	17.6928	149566.34680024453	188244.93008792883	138158.0	5710663.0	653.1075	20.08	POINT (149566.3468002445 188244.9300879288)	True	1.0	3.0	78.534	663.7529999999998	663.7529999999998	663.7529999999998
4276898	CL	103.6455	149545.86790927264	190107.00160957014	138180.0	5708488.0	377.9813	31.91	POINT (149545.8679092726 190107.0016095701)	False	0.0	4.0	1585.5929999999996	1716.7109999999998	1701.1499999999996	1701.1499999999996
4276899	CL	10.1963	149572.5778789091	190088.0864856028	138180.0	5708488.0	377.9813	31.91	POINT (149572.5778789091 190088.0864856028)	True	0.0	4.0	1585.5929999999996	1716.7109999999998	1701.1499999999996	1701.1499999999996
4276900	CL	6.7901	149553.1332171994	190100.03919786934	138180.0	5708488.0	377.9813	31.91	POINT (149553.1332171994 190100.0391978693)	True	0.0	4.0	1585.5929999999996	1716.7109999999998	1701.1499999999996	1701.1499999999996
4276901	CL	101.8088	148913.22383148305	189392.16466097176	138147.0	5707905.0	448.3624	26.87	POINT (148913.223831483 189392.1646609718)	False	2.0	2.0	672.615	921.7280000000001	672.615	672.615
4276902	ON	18.6599	148916.06545615924	189390.635248524	138147.0	5707905.0	448.3624	26.87	POINT (148916.0654561592 189390.635248524)	True	1.0	3.0	672.615	921.7280000000001	672.615	672.615
4276903	CL	98.7912	149247.63644197854	187979.3668411003	138174.0	5708841.0	711.521	18.8	POINT (149247.6364419785 187979.3668411003)	True	1.0	3.0	494.906	571.987	540.329	540.329
4276904	CL	34.9722	149257.1524196508	188001.8723749297	138174.0	5708841.0	711.521	18.8	POINT (149257.1524196508 188001.8723749297)	True	1.0	3.0	558.8539999999999	558.8539999999999	409.85200000000003	409.85200000000003
4276905	CL	339.8	149559.26351417543	189290.77840461882	138146.0	5710689.0	630.9782	85.46	POINT (149559.2635141754 189290.7784046188)	True	3.0	1.0	527.4200000000001	557.2550000000001	905.9949999999999	905.9949999999999
4276906	CL	187.5729	149529.07467566352	189288.04678823912	138146.0	5710689.0	630.9782	85.46	POINT (149529.0746756635 189288.0467882391)	False	2.0	2.0	527.4200000000001	557.2550000000001	905.9949999999999	905.9949999999999
4276907	ON	11.8778	149547.14131168654	189289.0441831129	138146.0	5710689.0	630.9782	85.46	POINT (149547.1413116865 189289.0441831129)	True	0.0	4.0	527.4200000000001	557.2550000000001	905.9949999999999	905.9949999999999
4276908	CL	51.0936	149008.71035585692	188608.27187607603	138160.0	5710170.0	232.3268	25.76	POINT (149008.7103558569 188608.271876076)	True	2.0	2.0	129.06599999999997	654.0219999999999	217.19799999999998	217.19799999999998
4276909	CL	6.4226	149001.14822449812	188605.88597870577	138160.0	5710170.0	232.3268	25.76	POINT (149001.1482244981 188605.8859787058)	True	1.0	3.0	129.06599999999997	654.0219999999999	217.19799999999998	217.19799999999998
4276910	ON	2.3363	149003.91223379225	188605.55967260923	138160.0	5710170.0	232.3268	25.76	POINT (149003.9122337922 188605.5596726092)	True	1.0	3.0	129.06599999999997	654.0219999999999	217.19799999999998	217.19799999999998
4276911	CL	83.718	149073.68785569636	188606.60198176545	138162.0	5708506.0	83.718	100.0	POINT (149073.6878556964 188606.6019817654)	True	0.0	4.0	80.067	627.9279999999999	168.199	168.199
4276912	CL	77.2987	150032.0328628629	189367.36354877581	138182.0	5710928.0	477.3385	16.19	POINT (150032.0328628629 189367.3635487758)	True	1.0	3.0	512.612	1137.1859999999995	442.717	442.717
4276913	CL	145.9898	149492.10956712806	187968.4929495218	138175.0	5708813.0	1229.4215	11.87	POINT (149492.1095671281 187968.4929495218)	True	0.0	4.0	178.792	406.427	406.427	406.427
4276914	CL	115.0149	149427.0573453552	189045.86878544066	138153.0	5709834.0	309.1355	37.21	POINT (149427.0573453552 189045.8687854407)	False	2.0	2.0	132.65300000000002	162.48800000000003	805.1849999999998	805.1849999999998
4276915	CL	12.995	148918.63115133852	188856.59990495045	138141.0	5709305.0	12.995	100.0	POINT (148918.6311513385 188856.5999049504)	True	1.0	3.0	84.607	435.74299999999994	488.867	488.867
4276916	CL	82.7867	149406.0918757734	189357.4876316966	138144.0	5708995.0	258.0335	41.1	POINT (149406.0918757734 189357.4876316966)	False	2.0	2.0	418.92200000000014	670.1160000000002	1128.376	1128.376
4276917	CL	23.2541	149408.62971446014	189389.4767593059	138144.0	5708995.0	258.0335	41.1	POINT (149408.6297144601 189389.4767593059)	True	1.0	3.0	418.92200000000014	670.1160000000002	1128.376	1128.376
4276918	CL	18.178	150242.12659590633	187994.649920371	138202.0				POINT (150242.1265959063 187994.649920371)	False	2.0	2.0	1246.2949999999998	1335.105	1275.4890000000003	1275.4890000000003
4276919	CL	80.4333	148850.26288553132	189500.96002191285	138143.0	5710038.0	299.6813	35.18	POINT (148850.2628855313 189500.9600219128)	False	1.0	3.0	493.769	742.8820000000001	493.769	493.769
4276920	CL	24.9827	148840.20798937848	189503.67301652473	138143.0	5710038.0	299.6813	35.18	POINT (148840.2079893785 189503.6730165247)	True	1.0	3.0	493.769	742.8820000000001	493.769	493.769
4276921	CL	123.5148	149065.86105425018	189595.6193926518	138147.0	5708409.0	945.1509	13.07	POINT (149065.8610542502 189595.6193926518)	False	2.0	2.0	672.5649999999997	1042.9309999999998	1436.6109999999996	1436.6109999999996
4276922	CL	10.9882	149593.0519003778	189018.9545855833	138156.0				POINT (149593.0519003778 189018.9545855833)	False	4.0	0.0	305.847	361.8589999999999	598.394	598.394
4276923	CL	85.6801	148880.6581705357	189405.38590753337	138143.0	5708964.0	371.514	23.06	POINT (148880.6581705357 189405.3859075334)	False	1.0	3.0	586.4970000000001	835.6100000000001	586.4970000000001	586.4970000000001
4276924	CL	94.1559	148802.2938550517	189617.86870587242	138143.0	5709831.0	327.6807	28.73	POINT (148802.2938550517 189617.8687058724)	True	1.0	3.0	426.294	675.4069999999999	426.294	426.294
4276925	CL	61.5303	148973.17382759685	188539.12465489501	138163.0	5708174.0	284.3027	21.64	POINT (148973.1738275969 188539.124654895)	False	1.0	3.0	95.072	642.9329999999999	181.656	181.656
4276926	CL	139.0105	149229.54324365692	187905.62676129967	138170.0	5710366.0	809.7568	17.17	POINT (149229.5432436569 187905.6267612997)	True	0.0	4.0	530.1629999999999	536.73	505.07199999999995	505.07199999999995
4276927	CL	44.1684	149498.97790554096	188100.771653166	138175.0	5708166.0	1356.859	3.26	POINT (149498.977905541 188100.771653166)	True	0.0	4.0	183.706	549.303	549.303	549.303
4276928	CL	103.6655	149352.66679269998	187947.09636476956	138170.0	5709837.0	862.8703	12.01	POINT (149352.6667927 187947.0963647696)	True	0.0	4.0	408.012	555.928	555.928	555.928
4276929	CL	159.6933	149902.60659854522	189603.726712361	138180.0	5707928.0	922.814	22.04	POINT (149902.6065985452 189603.726712361)	True	0.0	4.0	709.455	1246.7619999999995	639.56	639.56
4276930	CL	43.716	149891.81842684335	189618.34396853222	138180.0	5707928.0	922.814	22.04	POINT (149891.8184268434 189618.3439685322)	True	1.0	3.0	709.455	1246.7619999999995	639.56	639.56
4276931	CL	78.5244	149865.43038091314	188844.36591176223	138194.0	5709956.0	365.8335	32.28	POINT (149865.4303809131 188844.3659117622)	True	1.0	3.0	282.904	600.369	286.5930000000001	286.5930000000001
4276932	CL	24.7964	149864.18139872552	188835.10464446136	138194.0	5709956.0	365.8335	32.28	POINT (149864.1813987255 188835.1046444614)	True	0.0	4.0	407.818	725.283	411.507	411.507
4276933	ON	14.7578	149870.47531573425	188836.18883549506	138194.0	5709956.0	365.8335	32.28	POINT (149870.4753157342 188836.1888354951)	True	1.0	3.0	407.818	725.283	411.507	411.507
4276934	CL	142.1136	149623.40779814796	188006.53745811476	138165.0	5709560.0	616.962	23.03	POINT (149623.407798148 188006.5374581148)	True	0.0	4.0	359.33000000000004	465.75200000000007	465.75200000000007	465.75200000000007
4276935	CL	79.587	148959.15474387686	188616.49153352866	138163.0	5710830.0	378.9321	21.0	POINT (148959.1547438769 188616.4915335287)	True	1.0	3.0	240.06300000000005	659.9069999999999	328.195	328.195
4276936	CL	58.8976	149806.9837089131	189351.56518461125	138181.0	5709330.0	389.1421	15.14	POINT (149806.9837089131 189351.5651846112)	True	1.0	3.0	580.1560000000001	933.503	510.261	510.261
4276937	CL	79.4759	149932.99073223223	188758.83964520186	138190.0	5709755.0	300.0039	26.49	POINT (149932.9907322322 188758.8396452019)	True	2.0	2.0	407.818	725.283	411.507	411.507
4276938	CL	85.038	150024.4634216701	188793.6073614658	138189.0	5710828.0	888.4565	9.57	POINT (150024.4634216701 188793.6073614658)	False	1.0	3.0	514.108	899.476	585.7	585.7
4276939	CL	116.3186	149906.85303199347	189085.28919615687	138193.0	5709258.0	191.9476	60.6	POINT (149906.8530319935 189085.2891961569)	False	2.0	2.0	307.548	631.6020000000001	237.653	237.653
4276940	CL	380.3287	150345.08805402069	189078.83523114797	138199.0	5710792.0	766.1823	49.64	POINT (150345.0880540207 189078.835231148)	True	0.0	4.0	207.127	982.321	219.626	219.626
4276941	CL	64.1895	149766.348285495	189578.1591871317	138180.0	5709402.0	698.3945	9.19	POINT (149766.348285495 189578.1591871317)	True	0.0	4.0	964.3639999999999	1288.4179999999994	894.4689999999998	894.4689999999998
4276942	CL	106.6849	148847.51911432273	188882.4024874687	138141.0	5708368.0	1499.9573	10.0	POINT (148847.5191143227 188882.4024874687)	True	0.0	4.0	366.398	512.791	847.411	847.411
4276943	CL	32.4797	148855.99580702398	188868.80198373648	138141.0	5708368.0	1499.9573	10.0	POINT (148855.995807024 188868.8019837365)	True	1.0	3.0	366.398	512.791	847.411	847.411
4276944	ON	10.8387	148851.39108923113	188876.7781558809	138141.0	5708368.0	1499.9573	10.0	POINT (148851.3910892311 188876.7781558809)	True	0.0	4.0	366.398	512.791	847.411	847.411
4276945	CL	73.6063	148659.30160223416	189481.16863782046	138143.0	5707931.0	296.108	24.86	POINT (148659.3016022342 189481.1686378205)	True	2.0	2.0	289.984	539.097	289.984	289.984
4276946	CL	71.5533	149579.9856380715	188247.76218370668	138158.0	5709407.0	331.1025	21.61	POINT (149579.9856380715 188247.7621837067)	False	2.0	2.0	78.534	663.7529999999998	663.7529999999998	663.7529999999998
4276947	CL	82.6227	149600.7757004345	189301.26621116995	138146.0	5710800.0	189.1975	43.67	POINT (149600.7757004345 189301.2662111699)	False	1.0	3.0	555.8910000000001	611.1280000000003	839.6179999999997	839.6179999999997
4276948	CL	187.5038	149600.34976455243	187698.011886967	138169.0	5710914.0	1082.9863	17.61	POINT (149600.3497645524 187698.011886967)	True	0.0	4.0	29.570999999999998	118.345	118.345	118.345
4276949	OO	3.2413	149597.77366587662	187690.6636057167	138169.0	5710914.0	1082.9863	17.61	POINT (149597.7736658766 187690.6636057167)	True	0.0	4.0	29.570999999999998	118.345	118.345	118.345
4276950	CL	71.2544	149174.09935238652	189378.023188432	138148.0	5710399.0	168.5306	42.28	POINT (149174.0993523865 189378.023188432)	False	2.0	2.0	302.6210000000001	672.9870000000002	1066.6670000000001	1066.6670000000001
4276951	CL	155.998	149556.35268298836	189280.3535784792	138146.0	5710050.0	363.1079	42.96	POINT (149556.3526829884 189280.3535784792)	True	1.0	3.0	527.4200000000001	557.2550000000001	905.9949999999999	905.9949999999999
4276952	CL	180.7498	148881.66169631595	189520.75498808565	138147.0	5708584.0	1986.7541	9.71	POINT (148881.6616963159 189520.7549880857)	True	0.0	4.0	519.374	835.7370000000001	586.624	586.624
4276953	CL	12.0826	148940.38189659017	189531.071035227	138147.0	5708584.0	1986.7541	9.71	POINT (148940.3818965902 189531.071035227)	True	0.0	4.0	519.374	835.7370000000001	586.624	586.624
4276954	CL	111.5993	149126.6314825821	189588.24980137567	138147.0	5708037.0	594.3292	18.78	POINT (149126.6314825821 189588.2498013757)	True	1.0	3.0	672.5649999999997	1042.9309999999998	1436.6109999999996	1436.6109999999996
4276955	CL	123.3297	150349.85627291191	190583.62785216008	138178.0	5710947.0	319.9482	47.21	POINT (150349.8562729119 190583.6278521601)	True	1.0	3.0	44.793	44.793	44.793	44.793
4276956	CL	27.7226	150368.73249706574	190594.38030344286	138178.0	5710947.0	319.9482	47.21	POINT (150368.7324970657 190594.3803034429)	True	1.0	3.0	44.793	44.793	44.793	44.793
4276957	CL	84.8784	149386.41477807536	189324.3626556906	138149.0	5707871.0	263.4393	32.22	POINT (149386.4147780754 189324.3626556906)	True	2.0	2.0	399.72900000000004	507.27599999999995	1041.4119999999996	1041.4119999999996
4276958	CL	171.9767	149098.7426617821	188124.18823197292	138174.0	5709310.0	1385.5345	16.35	POINT (149098.7426617821 188124.1882319729)	True	0.0	4.0	452.78600000000006	711.4929999999999	257.21299999999997	257.21299999999997
4276959	CL	54.4945	149127.08132732345	188134.52034002956	138174.0	5709310.0	1385.5345	16.35	POINT (149127.0813273235 188134.5203400296)	True	0.0	4.0	452.78600000000006	711.4929999999999	257.21299999999997	257.21299999999997
4276960	CL	71.8985	150121.4717757736	189116.6768502948	138180.0	5710766.0	624.2301	14.58	POINT (150121.4717757736 189116.6768502948)	False	2.0	2.0	148.753	856.1129999999999	93.418	93.418
4276961	CL	3.0381	150118.6663947259	189125.7590644414	138180.0	5710766.0	624.2301	14.58	POINT (150118.6663947259 189125.7590644414)	True	0.0	4.0	196.212	903.572	140.87699999999998	140.87699999999998
4276962	ON	16.0607	150119.345596048	189122.03251857293	138180.0	5710766.0	624.2301	14.58	POINT (150119.345596048 189122.0325185729)	True	1.0	3.0	196.212	903.572	140.87699999999998	140.87699999999998
4276963	CL	55.9344	150156.16648944982	188741.02742041124	138189.0	5709938.0	249.1086	25.59	POINT (150156.1664894498 188741.0274204112)	True	2.0	2.0	312.06899999999996	932.994	619.2180000000001	619.2180000000001
4276964	CL	7.817	150150.4749249847	188734.59035990326	138189.0	5709938.0	249.1086	25.59	POINT (150150.4749249847 188734.5903599033)	True	1.0	3.0	312.06899999999996	932.994	619.2180000000001	619.2180000000001
4276965	CL	112.1504	150296.44859629375	188603.89183191245	138198.0	5708740.0	144.2309	100.0	POINT (150296.4485962937 188603.8918319124)	True	0.0	4.0	628.3479999999998	1097.546	935.4969999999998	935.4969999999998
4276966	ON	32.0806	150301.88110833924	188605.10985591385	138198.0	5708740.0	144.2309	100.0	POINT (150301.8811083392 188605.1098559138)	True	0.0	4.0	628.3479999999998	1097.546	935.4969999999998	935.4969999999998
4276967	CL	24.1197	149986.85763201598	189092.7563846682	138193.0	5709050.0	24.1197	100.0	POINT (149986.857632016 189092.7563846682)	False	1.0	3.0	158.815	783.389	88.91999999999999	88.91999999999999
4276968	CL	64.6516	149008.31500398158	188615.74013630592	138160.0	5708031.0	421.6803	22.27	POINT (149008.3150039816 188615.7401363059)	False	1.0	3.0	129.06599999999997	654.0219999999999	217.19799999999998	217.19799999999998
4276969	CL	29.2642	148992.20148016314	188612.99310595164	138160.0	5708031.0	421.6803	22.27	POINT (148992.2014801631 188612.9931059516)	True	0.0	4.0	129.06599999999997	654.0219999999999	217.19799999999998	217.19799999999998
4276970	CL	85.922	148789.1017277808	189565.88422106905	138143.0	5710907.0	425.9505	20.17	POINT (148789.1017277808 189565.884221069)	True	1.0	3.0	426.294	675.4069999999999	426.294	426.294
4276971	CL	652.5228	149628.7519417844	189035.56507057193	138156.0	5710343.0	875.3081	74.55	POINT (149628.7519417844 189035.5650705719)	False	4.0	0.0	310.257	365.4939999999999	593.9839999999999	593.9839999999999
4276972	CL	174.8906	149175.05969205222	187952.1517882313	138164.0	5710679.0	799.0345	21.89	POINT (149175.0596920522 187952.1517882313)	True	0.0	4.0	500.182	500.182	468.52399999999994	468.52399999999994
4276973	CL	117.7799	149023.98646980614	189076.3653290691	138152.0	5708828.0	394.579	80.96	POINT (149023.9864698061 189076.3653290691)	False	1.0	3.0	191.51799999999997	561.317	726.1940000000001	726.1940000000001
4276974	CL	111.6368	149026.83263757397	189090.29960918974	138152.0	5708828.0	394.579	80.96	POINT (149026.832637574 189090.2996091897)	False	1.0	3.0	283.20000000000005	703.551	951.6800000000001	951.6800000000001
4276975	OO	43.7922	149026.15944117916	189083.33493605597	138152.0	5708828.0	394.579	80.96	POINT (149026.1594411792 189083.334936056)	False	1.0	3.0	191.51799999999997	561.317	726.1940000000001	726.1940000000001
4276976	OO	17.3825	149033.50702078937	189088.63998329383	138152.0	5708828.0	394.579	80.96	POINT (149033.5070207894 189088.6399832938)	True	1.0	3.0	283.20000000000005	703.551	951.6800000000001	951.6800000000001
4276977	ON	28.8711	149033.78196381504	189085.10411601333	138152.0	5708828.0	394.579	80.96	POINT (149033.781963815 189085.1041160133)	True	2.0	2.0	191.51799999999997	561.317	726.1940000000001	726.1940000000001
4276978	CL	84.9896	149140.3908721116	188756.73674518414	138161.0	5708921.0	787.3617	10.79	POINT (149140.3908721116 188756.7367451841)	False	2.0	2.0	274.60600000000005	536.195	390.00800000000004	390.00800000000004
4276979	CL	117.2678	150883.86589480302	188535.404630108	138198.0	5710445.0	117.2678	100.0	POINT (150883.865894803 188535.404630108)	True	0.0	4.0	524.839	940.641	940.641	940.641
4276980	CL	170.4016	149576.38863740436	188156.38363699135	138175.0	5710380.0	567.7016	33.41	POINT (149576.3886374044 188156.3836369913)	True	0.0	4.0	0.0	585.219	585.219	585.219
4276981	ON	19.2701	149569.84381948083	188157.31681892142	138175.0	5710380.0	567.7016	33.41	POINT (149569.8438194808 188157.3168189214)	True	0.0	4.0	0.0	585.219	585.219	585.219
4276982	CL	194.3833	149378.24918308484	189171.53509495192	138145.0	5710437.0	231.8552	83.84	POINT (149378.2491830848 189171.5350949519)	False	2.0	2.0	308.69399999999996	338.52899999999994	953.8669999999997	953.8669999999997
4276983	CL	143.8264	148465.31276371577	189489.99669043004	138142.0	5710571.0	143.8264	100.0	POINT (148465.3127637158 189489.99669043)	True	0.0	4.0	180.706	429.8189999999999	180.706	180.706
4276984	CL	85.4071	149502.8754852498	189269.75872089717	138149.0	5709745.0	152.533	55.99	POINT (149502.8754852498 189269.7587208972)	False	2.0	2.0	472.65999999999997	502.49499999999995	960.7549999999999	960.7549999999999
