"enh_typoH","LambertX","LambertY","LambertPrecision","sid","snum","X_Ori","Y_Ori"
0,149454,188089,"S","034846","0071",149491,187969
1,150004,189349,"S","034905","0016",149968,189369
1,148565,189309,"S","034849","0072",148842,189290
0,149096,185694,"S","034936","0006",149063,185677
0,148858,185380,"S","034928","0027",149016,185677
2,148588,189526,"S","034869","0010",148614,189501
0,149887,189579,"S","034893","0016",149777,189545
1,149222,189032,"S","034857","0016",149241,189053
0,148531,185045,"S","034928","0077",148687,185209
0,150052,189323,"S","034907","0002",150076,189418
0,149593,188160,"S","034878","0004",149628,188148
1,148565,189309,"S","034849","0070",148833,189292
1,149282,187956,"S","034839","0028",149264,187976
0,149966,189432,"S","034904","0022",150030,189415
2,149019,188587,"S","034859","0002",149004,188607
2,149222,189032,"S","034857","0017",149367,189065
2,149019,188587,"S","034859","0011",149006,188522
1,150004,189349,"S","034905","0001",150036,189334
0,148030,189407,"S","034948","0015",148077,189360
0,148748,189558,"S","034871","0015",148738,189516
0,149890,189351,"S","034891","0066",149900,189548
0,150004,189349,"S","034905","0034",149939,189314
2,149901,188812,"S","034908","0009",149930,188805
2,149890,189351,"S","034891","0035",149871,189291
1,147597,189402,"S","034947","0020",147557,189394
0,149130,189305,"S","034855","0008",149133,189277
0,149282,187956,"S","034839","0025",149119,187971
2,149968,189117,"C","034849","0328",150143,189091
1,149282,187956,"S","034839","0011",149297,187939
2,149314,189369,"S","034845","0063",149438,189356
0,148748,189558,"S","034871","0002",148777,189506
0,149472,186072,"S","034936","0055",149324,185897
0,150070,186522,"S","034932","0050",150140,186739
0,150138,189495,"S","141922","0028",150189,189585
0,147415,189145,"S","034946","0006",147509,189317
0,148858,185380,"S","034928","0022",148870,185782
0,149454,188089,"S","034846","0068",149466,188276
0,149355,187795,"S","034851","0005",149441,187805
0,149222,189032,"S","034857","0044",149124,189049
1,148748,189558,"S","034871","0027",148708,189603
0,148531,185045,"S","034928","0081",148663,185191
0,148748,189558,"S","034871","0002",148777,189506
0,149760,186515,"S","034924","0067",149752,186152
0,149234,187872,"S","034850","0009",149196,187893
0,149476,186860,"S","034930","0186",149737,187399
0,149890,189351,"S","034891","0066",149900,189548
0,148486,189525,"S","034843","0002",148542,189354
0,150908,188191,"S","034898","0125",150518,188494
1,147621,189457,"S","034959","0009",147598,189495
0,151052,188647,"S","034886","0002",150828,188356
1,147803,190203,"S","034959","0136",148088,190769
0,149760,186515,"S","034924","0081",149686,186001
0,148531,185045,"S","034928","0079",148776,185128
2,149890,189351,"S","034891","0029",149884,189246
1,149742,189295,"S","034888","0015",149760,189295
0,147922,189388,"S","034949","0004",147893,189415
0,147922,189388,"S","034949","0004",147893,189415
0,149560,189108,"S","034858","0006",149564,189150
0,150167,188545,"S","034892","0011",150212,188542
1,149222,189032,"S","034857","0039",149270,189028
1,149901,188812,"S","034908","0024",149900,188828
0,148810,188903,"S","034840","0005",148818,188880
0,149222,189032,"S","034857","0003",149405,189076
0,149760,186515,"S","034924","0081",149686,186001
0,148004,189287,"S","034942","0001",148047,189281
0,148030,189407,"S","034948","0015",148077,189360
1,149901,188812,"S","034908","0007",149939,188809
0,149649,189192,"S","034864","0035",149670,189031
0,149142,188628,"S","034836","0024",149204,188650
0,147928,189141,"S","034961","0072",147773,189025
0,148002,187829,"S","034867","0056",148620,188248
0,148858,185380,"S","034928","0022",148870,185782
1,149807,189352,"C","034889","0018",149818,189393
0,149352,188986,"S","034884","0016",149321,189002
2,149454,188089,"S","034846","0080",149451,188152
1,149966,189432,"S","034904","0002",149930,189409
0,148867,189649,"S","034838","0135",148283,189625
0,148858,185380,"S","034928","0053",148900,185403
1,148565,189309,"S","034849","0042",148608,189286
0,148858,185380,"S","034928","0008",148888,185878
0,149028,187428,"S","034938","0002",149207,187598
0,150370,190552,"S","034885","0004",150262,190632
0,149234,187872,"S","034850","0002",149216,187951
0,147767,189846,"S","034959","0037",147604,189701
2,149997,188795,"S","034899","0003",149933,188759
1,149314,189369,"S","034845","0035",149330,189377
2,149019,188587,"S","034859","0003",149008,188601
0,150370,190552,"S","034885","0009",150327,190614
0,148148,186687,"S","034931","0008",149305,184886
1,149314,189369,"S","034845","0061",149432,189358
1,149019,188587,"S","034859","0013",149011,188499
0,149571,189009,"S","034844","0013",149514,189015
0,150719,188333,"C","034898","0164",150656,188368
2,149973,189274,"S","034906","0015",150001,189291
0,149222,189032,"S","034857","0040",149148,189045
0,148858,185380,"S","034928","0040",148978,185627
0,149142,188628,"S","034836","0028",149157,188642
2,149973,189274,"S","034906","0009",149972,189290
1,149130,189305,"S","034855","0022",149171,189327
0,149096,185694,"S","034936","0014",149096,185727
2,149968,189117,"C","034849","0322",150122,189090
0,150070,186522,"S","034932","0067",150175,186711
1,147415,189145,"S","034946","0048",147331,188983
1,149901,188812,"S","034908","0007",149939,188809
1,147608,189181,"S","034951","0010",147580,189204
1,148907,188742,"S","034872","0078",148925,188820
0,149760,186515,"S","034924","0021",149731,186794
2,148663,189540,"S","034868","0010",148691,189517
0,149760,186515,"S","034924","0022",149794,186745
0,148148,186687,"S","034931","0001",149368,184870
0,148858,185380,"S","034928","0078",148777,185335
0,149890,189351,"S","034891","0081",149869,189499
0,148030,189407,"S","034948","0004",147980,189454
0,148486,189525,"S","034843","0002",148542,189354
0,148858,185380,"S","034928","0015",148957,185816
0,149676,187894,"S","034882","0003",149668,187906
1,149966,189432,"S","034904","0020",150019,189414
1,149158,188757,"S","034842","0056",149075,188677
0,149887,189579,"S","034893","0044",149991,189568
0,148798,185910,"S","034930","0054",148861,186068
0,147803,190203,"S","034959","0109",147774,190224
0,148002,187829,"S","034867","0112",148111,187667
0,148486,189525,"S","034843","0006",148539,189384
0,148858,185380,"S","034928","0037",148993,185515
0,149571,189009,"S","034844","0012",149476,189035
0,148870,185648,"S","034937","0002",148746,185545
2,149817,189264,"S","034887","0004",149808,189282
0,149096,185694,"S","034936","0023",149124,185695
0,150149,188785,"S","034898","0094",150206,188662
0,149629,189172,"S","160373","0001",149594,189162
0,149887,189579,"S","034893","0049",150035,189616
0,148531,185045,"S","034928","0099",148556,185042
0,151052,188647,"S","034886","0064",151240,188915
1,149222,189032,"S","034857","0016",149241,189053
2,149326,189280,"S","034847","0024",149364,189279
0,147580,188898,"S","034956","0009",147657,188881
0,147928,189141,"S","034961","0116",148148,189160
0,148748,189558,"S","034871","0007",148752,189514
0,149454,188089,"S","034846","0071",149491,187969
0,149476,186860,"S","034930","0077",149023,186313
0,149096,185694,"S","034936","0023",149124,185695
0,147580,188898,"S","034956","0006",147597,188915
0,150149,188785,"S","034898","0104",150220,188648
1,150149,188785,"S","034898","0124",150277,188573
1,148867,189649,"S","034838","0081",148664,189770
2,149890,189351,"S","034891","0065",149869,189404
2,149966,189432,"S","034904","0010",149967,189410
2,149966,189432,"S","034904","0018",150010,189413
0,147928,189141,"S","034961","0116",148148,189160
1,149966,189432,"S","034904","0005",149930,189448
0,150138,189495,"S","141922","0024",150193,189538
0,149685,190373,"S","034900","0018",149580,190161
0,149472,186072,"S","034936","0050",149376,185987
2,149649,189192,"S","034864","0024",149644,189146
2,149973,189274,"S","034906","0013",149991,189290
0,148858,185380,"S","034928","0006",148882,185896
1,148867,189649,"S","034838","0083",148659,189776
0,148748,189558,"S","034871","0001",148761,189475
2,148663,189540,"S","034868","0004",148691,189488
2,149890,189351,"S","034891","0038",149899,189354
0,148538,188128,"S","034867","0075",148483,188027
1,149560,189108,"S","034858","0024",149538,189224
2,147866,189024,"S","034965","0003",147912,189022
0,149760,186515,"S","034924","0069",149733,186134
0,148858,185380,"S","034928","0003",148904,185984
0,149142,188628,"S","034836","0020",149274,188640
2,150004,189349,"S","034905","0012",149987,189368
0,151052,188647,"S","034886","0075",151152,188910
0,150149,188785,"S","034898","0106",150226,188632
0,149096,185694,"S","034936","0012",149087,185714
2,149968,189117,"C","034849","0322",150122,189090
1,148565,189309,"S","034849","0082",148895,189273
1,149263,188233,"S","034854","0021",149302,188203
1,148728,189475,"S","034876","0037",148636,189437
0,149454,188089,"S","034846","0098",149427,188013
2,148663,189540,"S","034868","0026",148670,189589
0,148858,185380,"S","034928","0045",148959,185475
0,149355,187795,"S","034851","0016",149292,187801
1,148565,189309,"S","034849","0041",148467,189290
0,149968,189117,"C","034849","0420",150598,189123
1,147384,188276,"S","034958","0022",147265,188655
1,147877,189504,"S","034838","0182",147823,189520
1,149649,189192,"S","034864","0034",149669,189043
0,149966,189432,"S","034904","0011",149971,189451
1,148663,189540,"S","034868","0023",148639,189572
0,149278,189563,"S","034855","0043",149179,189602
2,149152,189237,"C","034849","0124",149222,189174
2,149968,189117,"C","034849","0328",150143,189091
0,149282,187956,"S","034839","0003",149352,187948
2,147866,189024,"S","034965","0026",147806,189012
0,147922,189388,"S","034949","0010",147912,189361
2,149902,188945,"S","034894","0007",149832,188964
0,149096,185694,"S","034936","0031",149168,185751
0,149476,186860,"S","034930","0130",149507,186915
0,149560,189108,"S","034858","0006",149564,189150
0,150138,189495,"S","141922","0026",150190,189573
2,149222,189032,"S","034857","0087",149099,189028
0,149454,188089,"S","034846","0112",149509,187816
0,149016,189083,"S","034872","0037",149026,189083
0,149887,189579,"S","034893","0056",150067,189583
0,148002,187829,"S","034867","0128",148004,187522
0,148858,185380,"S","034928","0054",148940,185528
0,149476,186860,"S","034930","0063",149027,186199
1,147928,189141,"S","034961","0119",148067,189182
1,147826,188940,"S","034972","0002",147802,188977
0,149887,189579,"S","034893","0015",149750,189586
0,147877,189504,"S","034838","0194",147745,189496
0,150070,186522,"S","034932","0021",149907,186234
0,150138,189495,"S","141922","0024",150193,189538
0,148867,189649,"S","034838","0049",149076,189590
0,150439,188294,"S","034917","0027",150243,188136
2,149807,189352,"C","034889","0010",149773,189391
0,149454,188089,"S","034846","0066",149470,188295
0,149278,189563,"S","034855","0043",149179,189602
1,149997,188795,"S","034899","0007",149978,188797
0,148148,186687,"S","034931","0136",148395,186130
1,148663,189540,"S","034868","0002",148694,189480
0,149765,188093,"S","034883","0014",149770,188053
0,149152,189237,"C","034849","0169",149166,189227
0,149222,189032,"S","034857","0075",149134,189017
2,149649,189192,"S","034864","0015",149624,189224
2,148663,189540,"S","034868","0009",148645,189508
2,149901,188812,"S","034908","0011",149923,188799
0,149402,187891,"S","034863","0012",149437,187846
1,149130,189305,"S","034855","0016",149149,189328
2,149973,189274,"S","034906","0009",149972,189290
0,149681,189474,"S","034897","0010",149704,189525
0,150149,188785,"S","034898","0104",150220,188648
0,151052,188647,"S","034886","0075",151152,188910
0,150149,188785,"S","034898","0108",150238,188617
0,149596,188068,"S","034875","0020",149591,188004
0,149629,189172,"S","160373","0007",149632,189182
0,149596,188068,"S","034875","0008",149637,187882
1,149973,189274,"S","034906","0003",149935,189287
0,149282,187956,"S","034839","0014",149336,187982
0,149282,187956,"S","034839","0003",149352,187948
1,149152,189237,"C","034849","0170",149419,189110
0,147956,189771,"S","034960","0008",147946,189654
0,149596,188068,"S","034875","0008",149637,187882
0,149765,188093,"S","034883","0022",149752,188092
1,147608,189181,"S","034951","0063",147624,189034
0,148858,185380,"S","034928","0027",149016,185677
0,149314,189369,"S","034845","0043",149352,189383
2,149152,189237,"C","034849","0124",149222,189174
0,150052,189323,"S","034907","0006",150071,189341
0,149760,186515,"S","034924","0039",149723,186526
0,148858,185380,"S","034928","0044",148976,185597
0,148858,185380,"S","034928","0037",148993,185515
0,149152,189237,"C","034849","0121",148941,189299
0,149355,189160,"S","034848","0006",149380,189171
1,149454,188089,"S","034846","0084",149451,188140
0,147384,188276,"S","034958","0012",147322,188725
1,149902,188945,"S","034894","0012",149859,188968
2,149152,189237,"C","034849","0275",149606,189110
0,149681,189474,"S","034897","0013",149704,189525
0,149096,185694,"S","034936","0019",149107,185665
0,149887,189579,"S","034893","0015",149750,189586
0,150439,188294,"S","034917","0028",150202,188173
2,150149,188785,"S","034898","0085",150286,188635
0,149681,189474,"S","034897","0012",149704,189525
1,149153,188920,"S","034860","0014",149200,188915
2,148609,186296,"S","034929","0004",148435,186074
0,149901,188812,"S","034908","0006",149965,188836
1,147866,189024,"S","034965","0001",147921,189024
2,149968,189117,"C","034849","0326",150136,189093
0,149142,188628,"S","034836","0020",149274,188640
1,149402,187891,"S","034863","0004",149407,187921
1,150149,188785,"S","034898","0089",150289,188613
2,149314,189369,"S","034845","0029",149314,189382
0,149760,186515,"S","034924","0054",149802,186243
1,149966,189432,"S","034904","0020",150019,189414
2,149326,189280,"S","034847","0008",149300,189217
0,148486,189525,"S","034843","0026",148498,189540
1,149278,189563,"S","034855","0029",149189,189514
1,149476,186860,"S","034930","0104",149307,186732
1,150167,188545,"S","034892","0006",150212,188583
0,149966,189432,"S","034904","0011",149971,189451
1,149152,189237,"C","034849","0194",149534,189094
0,148858,185380,"S","034928","0006",148882,185896
1,149153,188920,"S","034860","0017",149116,188900
0,150908,188191,"S","034898","0149",150604,188429
0,149476,186860,"S","034930","0188",149734,187416
0,148002,187829,"S","034867","0116",148084,187625
1,147662,189646,"S","034959","0041",147666,189683
0,147384,188276,"S","034958","0054",147823,187375
1,149525,189223,"S","034858","0037",149503,189297
2,149997,188795,"S","034899","0028",149999,188771
0,149454,188089,"S","034846","0062",149474,188337
1,149339,189313,"S","034853","0004",149358,189317
2,148588,189526,"S","034869","0023",148563,189558
1,149559,188221,"S","034841","0025",149585,188255
0,150149,188785,"S","034898","0097",150345,188584
0,149355,187795,"S","034851","0016",149292,187801
1,147447,188932,"S","034961","0039",147420,188936
0,148531,185045,"S","034928","0077",148687,185209
0,151052,188647,"S","034886","0002",150828,188356
0,150070,186522,"S","034932","0028",150040,186518
0,149278,189563,"S","034855","0041",149182,189584
1,149807,189352,"C","034889","0012",149782,189393
0,147922,189388,"S","034949","0011",147937,189389
1,147447,188932,"S","034961","0035",147405,188937
0,148858,185380,"S","034928","0057",148833,185329
2,149439,189039,"S","034861","0004",149425,189080
2,149890,189351,"S","034891","0014",149924,189175
0,148748,189558,"S","034871","0013",148743,189553
1,149476,186860,"S","034930","0104",149307,186732
2,147803,190203,"S","034959","0070",147787,190269
0,149339,189313,"S","034853","0009",149334,189328
0,149760,186515,"S","034924","0022",149794,186745
0,148858,185380,"S","034928","0025",149014,185694
0,149476,186860,"S","034930","0063",149027,186199
1,147608,189181,"S","034951","0023",147624,189182
1,149158,188757,"S","034842","0004",149161,188888
0,147803,190203,"S","034959","0132",148039,190746
2,148588,189526,"S","034869","0018",148607,189538
0,148538,188128,"S","034867","0067",148548,188106
1,149807,189352,"C","034889","0018",149818,189393
2,148728,189475,"S","034876","0035",148644,189438
0,149096,185694,"S","034936","0010",149078,185702
0,149966,189432,"S","034904","0023",150028,189455
0,147745,189549,"S","034964","0004",147773,189553
0,149476,186860,"S","034930","0186",149737,187399
0,149152,189237,"C","034849","0214",149621,189079
0,150070,186522,"S","034932","0023",149913,186245
0,148030,189407,"S","034948","0016",148009,189392
0,150052,189323,"S","034907","0006",150071,189341
0,148030,189407,"S","034948","0034",148088,189241
0,149282,187956,"S","034839","0034",149228,187994
0,150184,188975,"S","034890","0024",150194,188940
0,149152,189237,"C","034849","0214",149621,189079
0,148798,185910,"S","034930","0028",148764,185891
1,147447,188932,"S","034961","0035",147405,188937
0,148538,188128,"S","034867","0067",148548,188106
0,150503,191097,"S","034896","0008",150384,191069
0,149096,185694,"S","034936","0006",149063,185677
2,148663,189540,"S","034868","0026",148670,189589
0,149028,187428,"S","034938","0025",148973,187347
2,147826,188940,"S","034972","0008",147811,188945
0,149152,189237,"C","034849","0110",149163,189204
0,149454,188089,"S","034846","0091",149593,187723
0,149765,188093,"S","034883","0021",149742,188078
2,150439,188294,"S","034917","0051",150249,188003
1,148828,189597,"S","034837","0053",148807,189607
0,149472,186072,"S","034936","0097",149722,186160
2,148663,189540,"S","034868","0004",148691,189488
0,148858,185380,"S","034928","0012",148900,185850
0,150167,188545,"S","034892","0002",150247,188602
0,150167,188545,"S","034892","0021",150106,188489
0,148858,185380,"S","034928","0043",148968,185490
0,150070,186522,"S","034932","0038",150073,186622
1,148728,189475,"S","034876","0037",148636,189437
0,149681,189474,"S","034897","0011",149704,189525
2,149968,189117,"C","034849","0390",150443,189157
2,149902,188945,"S","034894","0015",149900,188974
0,147415,189145,"S","034946","0015",147452,189136
0,149282,187956,"S","034839","0002",149425,187993
2,148622,185810,"S","034931","0088",148769,185467
2,148663,189540,"S","034868","0021",148633,189562
0,150004,189349,"S","034905","0020",149951,189372
0,149571,187227,"S","034862","0170",149420,187381
1,149525,189223,"S","034858","0037",149503,189297
0,150149,188785,"S","034898","0107",150423,188577
1,148858,185380,"S","034928","0007",148921,185905
0,149476,186860,"S","034930","0188",149734,187416
0,149968,189117,"C","034849","0374",150308,189116
1,149339,189313,"S","034853","0004",149358,189317
0,147803,190203,"S","034959","0086",147736,190405
0,150004,189349,"S","034905","0018",149942,189387
0,147803,190203,"S","034959","0111",147764,190245
0,148030,189407,"S","034948","0005",148031,189443
1,149560,189108,"S","034858","0048",149526,189316
0,149096,185694,"S","034936","0018",149112,185753
0,150004,189349,"S","034905","0024",149935,189371
1,149649,189192,"S","034864","0003",149601,189290
1,149153,188920,"S","034860","0017",149116,188900
1,149158,188757,"S","034842","0050",149080,188694
0,149096,185694,"S","034936","0012",149087,185714
1,147803,190203,"S","034959","0068",147798,190246
0,149476,186860,"S","034930","0158",149694,187158
0,149472,186072,"S","034936","0061",149427,185830
0,147415,189145,"S","034946","0006",147509,189317
0,149476,186860,"S","034930","0126",149466,186903
0,148858,185380,"S","034928","0034",148973,185684
2,148663,189540,"S","034868","0024",148672,189579
2,149326,189280,"S","034847","0024",149364,189279
0,148748,189558,"S","034871","0016",148767,189546
0,147839,189379,"S","034960","0030",147863,189390
1,149402,187891,"S","034863","0004",149407,187921
0,147895,188973,"S","034973","0001",147912,188999
2,148748,189558,"S","034871","0022",148744,189604
0,149676,187894,"S","034882","0004",149673,187924
1,148907,188742,"S","034872","0097",148943,188755
0,148858,185380,"S","034928","0043",148968,185490
1,149760,186515,"S","034924","0070",149717,186052
0,149596,188068,"S","034875","0004",149660,187829
0,149282,187956,"S","034839","0008",149379,187985
2,148588,189526,"S","034869","0004",148614,189472
0,147482,190322,"S","034954","0018",147514,190354
1,148785,189585,"S","034870","0003",148789,189565
1,149966,189432,"S","034904","0009",149953,189450
0,150167,188545,"S","034892","0002",150247,188602
0,148622,185810,"S","034931","0085",148760,185533
0,149222,189032,"S","034857","0038",149173,189080
0,147745,189549,"S","034964","0002",147778,189541
0,148891,189406,"S","034837","0046",148895,189473
0,151052,188647,"S","034886","0060",151210,188905
2,149222,189032,"S","034857","0101",149056,189042
0,148565,189309,"S","034849","0050",148658,189273
0,149887,189579,"S","034893","0045",149982,189614
0,150070,186522,"S","034932","0067",150175,186711
0,150534,189058,"S","034912","0018",150615,189087
1,148907,188742,"S","034872","0111",148943,188693
2,148728,189475,"S","034876","0027",148681,189444
0,149887,189579,"S","034893","0021",149765,189582
0,147443,189616,"S","034957","0008",147556,189599
2,148588,189526,"S","034869","0003",148579,189467
0,149454,188089,"S","034846","0032",149438,188535
1,147447,188932,"S","034961","0023",147354,188922
0,151052,188647,"S","034886","0044",151110,188785
2,148588,189526,"S","034869","0004",148614,189472
0,148148,186687,"S","034931","0062",148940,185237
0,147863,190255,"S","034962","0001",147715,190252
1,149278,189563,"S","034855","0031",149187,189522
0,148237,189189,"S","034961","0135",148208,189212
0,147863,190255,"S","034962","0001",147715,190252
0,147580,188898,"S","034956","0008",147580,188913
1,149458,189229,"S","034856","0004",149486,189244
0,148858,185380,"S","034928","0045",148959,185475
1,151052,188647,"S","034886","0008",150881,188436
1,147384,188276,"S","034958","0022",147265,188655
1,149016,189083,"S","034872","0009",149083,189189
1,150167,188545,"S","034892","0006",150212,188583
0,149096,185694,"S","034936","0024",149137,185789
0,147580,188898,"S","034956","0005",147647,188937
2,148588,189526,"S","034869","0008",148615,189492
1,147447,188932,"S","034961","0001",147242,188852
1,147621,189457,"S","034959","0006",147632,189468
0,149314,189369,"S","034845","0043",149352,189383
0,147482,190322,"S","034954","0018",147514,190354
0,148858,185380,"S","034928","0041",148979,185501
1,149525,189223,"S","034858","0013",149522,189187
1,149019,188587,"S","034859","0016",149011,188477
0,149142,188628,"S","034836","0021",149255,188601
0,150184,188975,"S","034890","0023",150158,188954
0,148728,189475,"S","034876","0005",148775,189453
0,150534,189058,"S","034912","0020",150648,189088
1,147662,189646,"S","034959","0041",147666,189683
2,148728,189475,"S","034876","0027",148681,189444
0,149096,185694,"S","034936","0031",149168,185751
0,149136,187851,"S","034862","0078",149166,187745
2,148748,189558,"S","034871","0024",148741,189612
2,149997,188795,"S","034899","0003",149933,188759
1,149152,189237,"C","034849","0199",149307,189164
0,150149,188785,"S","034898","0075",150241,188675
1,149016,189083,"S","034872","0009",149083,189189
0,148891,189406,"S","034837","0046",148895,189473
2,149454,188089,"S","034846","0043",149501,188242
0,149472,186072,"S","034936","0075",149447,186030
1,147608,189181,"S","034951","0010",147580,189204
0,149966,189432,"S","034904","0023",150028,189455
1,149760,186515,"S","034924","0070",149717,186052
0,148867,189649,"S","034838","0049",149076,189590
0,147785,188967,"S","034968","0002",147751,188880
0,149028,187428,"S","034938","0002",149207,187598
1,149559,188221,"S","034841","0025",149585,188255
0,148858,185380,"S","034928","0061",148801,185300
2,148588,189526,"S","034869","0014",148610,189520
0,149152,189237,"C","034849","0169",149166,189227
1,148719,185387,"S","034926","0010",148726,185459
2,148588,189526,"S","034869","0003",148579,189467
1,148907,188742,"S","034872","0084",148914,188790
0,147580,188898,"S","034956","0005",147647,188937
1,147877,189504,"S","034838","0182",147823,189520
2,149153,188920,"S","034860","0008",149291,188917
0,149642,188003,"S","034879","0002",149612,188026
0,149136,187851,"S","034862","0014",149018,188330
1,149997,188795,"S","034899","0007",149978,188797
0,148748,189558,"S","034871","0010",148767,189546
0,149136,187851,"S","034862","0078",149166,187745
1,147928,189141,"S","034961","0100",148016,189136
1,149560,189108,"S","034858","0048",149526,189316
0,147701,189595,"S","034944","0006",147717,189587
1,149649,189192,"S","034864","0003",149601,189290
1,147447,188932,"S","034961","0039",147420,188936
1,149314,189369,"S","034845","0061",149432,189358
0,149681,189474,"S","034897","0013",149704,189525
1,148907,188742,"S","034872","0107",148934,188714
0,150908,188191,"S","034898","0127",150532,188482
1,149158,188757,"S","034842","0042",149134,188735
1,147384,188276,"S","034958","0004",147279,188757
0,147922,189388,"S","034949","0001",147907,189483
0,150184,188975,"S","034890","0023",150158,188954
0,149760,186515,"S","034924","0038",149785,186522
0,150908,188191,"S","034898","0170",150853,188049
2,148663,189540,"S","034868","0015",148640,189534
0,149968,189117,"C","034849","0258",149864,189083
2,148728,189475,"S","034876","0023",148699,189448
2,148728,189475,"S","034876","0019",148717,189451
0,148148,186687,"S","034931","0062",148940,185237
0,149476,186860,"S","034930","0070",148953,186255
2,149807,189352,"C","034889","0010",149773,189391
0,149152,189237,"C","034849","0174",149449,189104
1,149019,188587,"S","034859","0022",148965,188570
0,149282,187956,"S","034839","0008",149379,187985
1,149019,188587,"S","034859","0007",149001,188559
0,147580,188898,"S","034956","0008",147580,188913
1,149152,189237,"C","034849","0130",149244,189155
0,149476,186860,"S","034930","0093",149185,186485
1,148907,188742,"S","034872","0084",148914,188790
0,147482,190322,"S","034954","0010",147588,190397
0,147803,190203,"S","034959","0084",147744,190381
2,149152,189237,"C","034849","0231",149425,189135
2,147608,189181,"S","034951","0059",147620,189053
0,148828,189597,"S","034837","0054",148876,189540
0,149476,186860,"S","034930","0126",149466,186903
0,147863,190255,"S","034962","0003",147731,190230
0,151052,188647,"S","034886","0044",151110,188785
2,148588,189526,"S","034869","0008",148615,189492
0,148002,187829,"S","034867","0114",148101,187647
1,149314,189369,"S","034845","0093",149555,189362
0,148867,189649,"S","034838","0111",148457,189740
0,149968,189117,"C","034849","0374",150308,189116
0,149142,188628,"S","034836","0021",149255,188601
0,148030,189407,"S","034948","0032",148075,189260
1,149222,189032,"S","034857","0033",149295,189039
1,149278,189563,"S","034855","0033",149188,189537
1,149019,188587,"S","034859","0001",149008,188615
0,149924,187584,"S","034934","0007",149820,187424
0,149887,189579,"S","034893","0056",150067,189583
0,147877,189504,"S","034838","0194",147745,189496
0,149681,189474,"S","034897","0011",149704,189525
1,150149,188785,"S","034898","0037",150139,188814
0,148565,189309,"S","034849","0029",148417,189263
0,148486,189525,"S","034843","0047",148395,189700
0,150149,188785,"S","034898","0075",150241,188675
0,148002,187829,"S","034867","0068",148432,188069
1,149152,189237,"C","034849","0165",149147,189239
0,150167,188545,"S","034892","0021",150106,188489
2,149016,189083,"S","034872","0059",149008,189003
2,148663,189540,"S","034868","0019",148636,189552
0,149215,184611,"S","034920","0004",149308,184796
1,149152,189237,"C","034849","0157",149096,189244
0,147863,190255,"S","034962","0003",147731,190230
0,149596,188068,"S","034875","0018",149597,187984
0,148531,185045,"S","034928","0079",148776,185128
1,149997,188795,"S","034899","0005",149940,188765
1,149973,189274,"S","034906","0001",149908,189287
0,149765,188093,"S","034883","0022",149752,188092
0,148002,187829,"S","034867","0066",148469,188079
0,149355,187795,"S","034851","0012",149324,187809
2,149454,188089,"S","034846","0082",149448,188146
2,150439,188294,"S","034917","0051",150249,188003
0,149887,189579,"S","034893","0029",149841,189596
0,149096,185694,"S","034936","0003",149024,185560
0,150908,188191,"S","034898","0127",150532,188482
0,148867,189649,"S","034838","0067",148884,189616
1,149158,188757,"S","034842","0004",149161,188888
0,147580,188898,"S","034956","0021",147558,188872
0,148148,186687,"S","034931","0135",148407,186108
2,148663,189540,"S","034868","0025",148635,189581
0,149760,186515,"S","034924","0069",149733,186134
0,149968,189117,"C","034849","0268",149920,189084
0,151052,188647,"S","034886","0042",151100,188749
0,149830,187390,"S","034927","0005",149786,187467
0,149887,189579,"S","034893","0045",149982,189614
0,147803,190203,"S","034959","0084",147744,190381
0,148858,185380,"S","034928","0011",148944,185869
1,149222,189032,"S","034857","0018",149223,189040
0,147826,188940,"S","034972","0005",147843,188943
2,148588,189526,"S","034869","0022",148604,189556
0,149130,189305,"S","034855","0002",149114,189245
0,149454,188089,"S","034846","0062",149474,188337
1,149567,189055,"S","034865","0011",149583,189038
0,147482,190322,"S","034954","0016",147532,190364
0,150138,189495,"S","141922","0028",150189,189585
1,150167,188545,"S","034892","0008",150197,188577
0,151334,188719,"S","034903","0017",151420,188523
0,149476,186860,"S","034930","0097",149193,186521
0,148538,188128,"S","034867","0055",148646,188222
0,149582,189146,"S","160374","0003",149594,189162
2,149016,189083,"S","034872","0059",149008,189003
1,148907,188742,"S","034872","0080",148922,188807
0,147580,188898,"S","034956","0019",147574,188877
0,149681,189474,"S","034897","0010",149704,189525
0,150097,187139,"S","034921","0058",150518,186832
1,150167,188545,"S","034892","0009",150225,188549
0,149472,186072,"S","034936","0075",149447,186030
1,149649,189192,"S","034864","0020",149632,189182
2,148588,189526,"S","034869","0005",148575,189476
1,149830,187390,"S","034927","0021",149869,187358
1,148728,189475,"S","034876","0003",148775,189453
0,148002,187829,"S","034867","0068",148432,188069
0,149476,186860,"S","034930","0093",149185,186485
0,150167,188545,"S","034892","0016",150148,188558
2,149902,188945,"S","034894","0015",149900,188974
0,150149,188785,"S","034898","0106",150226,188632
0,149142,188628,"S","034836","0005",149399,188602
0,148798,185910,"S","034930","0054",148861,186068
1,149314,189369,"S","034845","0077",149494,189359
1,148565,189309,"S","034849","0041",148467,189290
0,149352,188986,"S","034884","0021",149300,189002
0,147839,189379,"S","034960","0034",147849,189353
0,149765,188093,"S","034883","0021",149742,188078
1,151052,188647,"S","034886","0010",150885,188442
2,148588,189526,"S","034869","0025",148561,189568
0,147928,189141,"S","034961","0052",147601,188970
