"enh_typoH","LambertX","LambertY","LambertPrecision","sid","snum","X_Ori","Y_Ori"
0,149476,186860,"S","034930","0100",149291,186717
2,149567,189055,"S","034865","0007",149580,189049
1,148646,185325,"C","034926","0026",148646,185325
0,147482,190322,"S","034954","0014",147550,190376
0,148858,185380,"S","034928","0068",148875,185436
0,147895,188973,"S","034973","0003",147913,188988
1,149152,189237,"C","034849","0217",149368,189141
2,151334,188719,"S","034903","0010",151283,188829
0,147803,190203,"S","034959","0062",147817,190198
2,150149,188785,"S","034898","0076",150154,188739
0,149901,188812,"S","034908","0006",149965,188836
0,149968,189117,"C","034849","0432",150760,189098
0,147701,189595,"S","034944","0018",147768,189686
0,148622,185810,"S","034931","0122",148578,185894
1,149472,186072,"S","034936","0068",149465,186099
0,148867,189649,"S","034838","0095",148588,189828
0,149642,188003,"S","034879","0011",149669,188062
0,149222,189032,"S","034857","0052",149072,189064
1,149902,188945,"S","034894","0022",149925,188964
1,149152,189237,"C","034849","0199",149307,189164
0,147839,189379,"S","034960","0038",147843,189329
1,148719,185387,"S","034926","0004",148756,185460
0,148810,188903,"S","034840","0006",148794,188874
0,147895,188973,"S","034973","0005",147914,188977
0,148719,185387,"S","034926","0003",148718,185484
0,150097,187139,"S","034921","0036",150197,187062
1,150439,188294,"S","034917","0018",150283,188183
0,148565,189309,"S","034849","0067",148595,189330
0,149016,189083,"S","034872","0025",149039,189138
0,149571,187227,"S","034862","0172",149437,187373
0,148002,187829,"S","034867","0108",147820,188019
0,149887,189579,"S","034893","0022",149837,189553
1,149760,186515,"S","034924","0012",149740,186859
1,147447,188932,"S","034961","0014",147360,188887
1,147877,189504,"S","034838","0199",147853,189499
0,150534,189058,"S","034912","0020",150648,189088
0,150097,187139,"S","034921","0047",150293,186930
0,149472,186072,"S","034936","0096",149720,186192
0,148651,189705,"S","145015","0011",148659,189736
0,149924,187584,"S","034934","0028",149846,187414
0,150070,186522,"S","034932","0064",150261,186865
0,149559,188221,"S","034841","0003",149498,188197
1,149685,190373,"S","034900","0014",149553,190130
0,149685,190373,"S","034900","0040",149759,190434
0,147443,189616,"S","034957","0014",147419,189652
0,149676,187894,"S","034882","0008",149710,187979
2,149314,189369,"S","034845","0033",149325,189380
0,148858,185380,"S","034928","0076",148865,185422
0,147662,189646,"S","034959","0029",147633,189632
0,148728,189475,"S","034876","0007",148775,189453
0,149136,187851,"S","034862","0006",149014,188426
0,150138,189495,"S","141922","0001",150073,189546
0,150070,186522,"S","034932","0068",150287,186896
0,147608,189181,"S","034951","0003",147617,189279
1,149282,187956,"S","034839","0044",149164,188002
0,149454,188089,"S","034846","0079",149529,187878
1,148595,189602,"S","034877","0006",148691,189654
0,147482,190322,"S","034954","0021",147466,190276
2,149968,189117,"C","034849","0308",150081,189080
0,147803,190203,"S","034959","0097",147807,190107
0,147877,189504,"S","034838","0202",147686,189456
1,149136,187851,"S","034862","0058",149083,187919
0,148486,189525,"S","034843","0016",148514,189469
0,147415,189145,"S","034946","0023",147393,189073
0,149454,188089,"S","034846","0073",149498,187952
1,149263,188233,"S","034854","0019",149310,188200
0,148798,185910,"S","034930","0045",148854,185985
2,148891,189406,"S","034837","0024",148915,189385
0,149238,189265,"S","034866","0021",149156,189281
1,148565,189309,"S","034849","0020",148449,189235
1,150138,189495,"S","141922","0004",150034,189542
1,149476,186860,"S","034930","0061",148981,186212
2,149567,189055,"S","034865","0009",149581,189044
0,149890,189351,"S","034891","0085",149868,189543
1,149887,189579,"S","034893","0062",150112,189587
0,148870,185648,"S","034937","0005",148871,185619
2,149968,189117,"C","034849","0308",150081,189080
1,148867,189649,"S","034838","0077",148693,189731
2,149314,189369,"S","034845","0073",149475,189358
1,147662,189646,"S","034959","0049",147704,189751
1,150167,188545,"S","034892","0010",150190,188575
0,150370,190552,"S","034885","0024",150480,190396
1,148907,188742,"S","034872","0110",148906,188681
1,149902,188945,"S","034894","0022",149925,188964
1,149476,186860,"S","034930","0082",149055,186407
0,148810,188903,"S","034840","0006",148794,188874
0,148002,187829,"S","034867","0056",148620,188248
0,150534,189058,"S","034912","0018",150615,189087
2,148663,189540,"S","034868","0014",148687,189535
2,149525,189223,"S","034858","0017",149517,189203
1,149968,189117,"C","034849","0400",150475,189149
1,148907,188742,"S","034872","0110",148906,188681
1,149649,189192,"S","034864","0020",149632,189182
1,149136,187851,"S","034862","0026",149027,188279
0,148651,189705,"S","145015","0008",148632,189706
0,149476,186860,"S","034930","0152",149652,187101
0,147877,189504,"S","034838","0204",147690,189460
1,149362,189346,"S","034845","0008",149224,189371
0,149890,189351,"S","034891","0022",149956,189245
0,147580,188898,"S","034956","0001",147644,188976
0,147928,189141,"S","034961","0078",147853,189076
1,148867,189649,"S","034838","0077",148693,189731
2,149968,189117,"C","034849","0324",150129,189091
1,147928,189141,"S","034961","0081",147789,189085
1,149458,189229,"S","034856","0011",149446,189213
0,149472,186072,"S","034936","0076",149521,186129
0,149765,188093,"S","034883","0003",149788,188175
1,148595,189602,"S","034877","0006",148691,189654
0,148002,187829,"S","034867","0056",148620,188248
1,149973,189274,"S","034906","0007",149964,189289
0,147491,188983,"S","034963","0006",147468,189039
0,150272,187394,"S","034933","0019",149973,187918
0,149263,188233,"S","034854","0032",149246,188254
0,148538,188128,"S","034867","0095",148262,187660
1,149997,188795,"S","034899","0001",149926,188753
1,148565,189309,"S","034849","0061",148575,189325
2,149567,189055,"S","034865","0009",149581,189044
0,148622,185810,"S","034931","0115",148644,185788
0,147447,188932,"S","034961","0020",147397,188895
0,149760,186515,"S","034924","0013",149682,186875
2,147608,189181,"S","034951","0040",147589,189053
0,149476,186860,"S","034930","0121",149314,186690
2,147608,189181,"S","034951","0040",147589,189053
0,147701,189595,"S","034944","0016",147780,189663
0,148622,185810,"S","034931","0089",148740,185555
1,149476,186860,"S","034930","0096",149272,186706
1,147866,189024,"S","034965","0018",147854,189035
1,147928,189141,"S","034961","0103",147936,189157
0,147447,188932,"S","034961","0028",147429,188906
2,149968,189117,"C","034849","0294",150041,189077
0,149901,188812,"S","034908","0002",149971,188821
0,149476,186860,"S","034930","0079",149062,186352
0,149136,187851,"S","034862","0059",149176,187822
1,148798,185910,"S","034930","0032",148784,185926
0,149263,188233,"S","034854","0006",149392,188224
0,149472,186072,"S","034936","0057",149332,185914
0,147443,189616,"S","034957","0014",147419,189652
0,149571,187227,"S","034862","0172",149437,187373
1,147895,188973,"S","034973","0004",147879,188967
0,150370,190552,"S","034885","0021",150412,190528
1,149560,189108,"S","034858","0026",149536,189234
0,149454,188089,"S","034846","0079",149529,187878
0,150439,188294,"S","034917","0037",150215,188102
1,150167,188545,"S","034892","0010",150190,188575
1,148595,189602,"S","034877","0026",148582,189612
0,149476,186860,"S","034930","0057",148965,186193
0,147956,189771,"S","034960","0009",147949,189681
1,147447,188932,"S","034961","0003",147250,188857
0,147621,189457,"S","034959","0002",147649,189441
0,149476,186860,"S","034930","0055",148954,186175
2,149152,189237,"C","034849","0126",149227,189167
1,150149,188785,"S","034898","0036",150076,188839
0,149596,188068,"S","034875","0023",149563,187971
0,150070,186522,"S","034932","0064",150261,186865
0,149454,188089,"S","034846","0072",149462,188231
0,149454,188089,"S","034846","0074",149455,188210
0,147701,189595,"S","034944","0001",147663,189539
0,149765,188093,"S","034883","0003",149788,188175
0,149765,188093,"S","034883","0007",149838,188171
0,149439,189039,"S","034861","0005",149449,189082
1,148565,189309,"S","034849","0042",148608,189286
0,149765,188093,"S","034883","0008",149851,188152
1,149890,189351,"S","034891","0031",149880,189253
2,149152,189237,"C","034849","0180",149476,189101
0,148719,185387,"S","034926","0007",148704,185471
1,149152,189237,"C","034849","0219",149370,189140
0,149968,189117,"C","034849","0410",150523,189141
2,149560,189108,"S","034858","0022",149540,189217
1,149194,189453,"S","034855","0052",149202,189434
0,147803,190203,"S","034959","0076",147782,190305
0,148810,188903,"S","034840","0009",148730,188868
0,149476,186860,"S","034930","0091",149199,186485
0,148622,185810,"S","034931","0070",148864,185320
0,149476,186860,"S","034930","0173",149673,187090
0,147415,189145,"S","034946","0025",147405,189047
0,147482,190322,"S","034954","0037",147314,190204
0,147415,189145,"S","034946","0005",147515,189250
2,149968,189117,"C","034849","0315",149858,189115
1,149887,189579,"S","034893","0003",149675,189578
0,149887,189579,"S","034893","0018",149789,189541
0,151052,188647,"S","034886","0032",151047,188611
1,149458,189229,"S","034856","0012",149445,189245
0,148858,185380,"S","034928","0004",148877,185917
0,150004,189349,"S","034905","0032",149939,189331
0,147839,189379,"S","034960","0036",147881,189328
2,149222,189032,"S","034857","0101",149056,189042
0,148798,185910,"S","034930","0011",148774,185841
0,149454,188089,"S","034846","0075",149509,187913
0,149765,188093,"S","034883","0009",149827,188140
0,150370,190552,"S","034885","0024",150480,190396
0,149454,188089,"S","034846","0070",149464,188253
0,148798,185910,"S","034930","0045",148854,185985
0,149968,189117,"C","034849","0376",150332,189118
1,149901,188812,"S","034908","0001",149956,188776
1,149158,188757,"S","034842","0008",149161,188860
0,149152,189237,"C","034849","0171",149179,189251
0,148622,185810,"S","034931","0096",148709,185522
1,149476,186860,"S","034930","0092",149264,186684
1,149158,188757,"S","034842","0022",149156,188810
1,149152,189237,"C","034849","0166",149400,189115
0,150439,188294,"S","034917","0007",150440,188264
1,149263,188233,"S","034854","0041",149073,188275
0,149596,188068,"S","034875","0029",149543,188026
1,150149,188785,"S","034898","0036",150076,188839
0,147922,189388,"S","034949","0020",147943,189279
1,148907,188742,"S","034872","0069",148978,188870
0,147415,189145,"S","034946","0035",147360,188965
0,150908,188191,"S","034898","0135",150552,188461
0,148907,188742,"S","034872","0070",148941,188869
0,147415,189145,"S","034946","0026",147399,189157
0,148161,189343,"S","034948","0027",148106,189299
1,149890,189351,"S","034891","0024",149908,189287
0,147877,189504,"S","034838","0206",147675,189445
0,147839,189379,"S","034960","0042",147834,189295
0,149676,187894,"S","034882","0006",149689,187956
0,146944,189568,"S","034955","0020",147228,189038
1,150167,188545,"S","034892","0004",150221,188586
1,149314,189369,"S","034845","0027",149309,189383
0,146944,189568,"S","034955","0006",147217,188909
0,149355,187795,"S","034851","0003",149462,187812
2,150149,188785,"S","034898","0076",150154,188739
1,148565,189309,"S","034849","0059",148570,189324
0,148375,186467,"S","034940","0019",148367,186574
0,150004,189349,"S","034905","0015",149975,189313
1,147447,188932,"S","034961","0001",147242,188852
0,149222,189032,"S","034857","0048",149130,189088
0,150439,188294,"S","034917","0030",150175,188174
1,149567,189055,"S","034865","0001",149578,189065
2,149158,188757,"S","034842","0038",149138,188752
2,149130,189305,"S","034855","0044",149179,189383
1,149760,186515,"S","034924","0070",149717,186052
0,149676,187894,"S","034882","0014",149687,187876
0,148148,186687,"S","034931","0006",149316,184872
0,148030,189407,"S","034948","0009",148049,189405
0,148927,188611,"S","034867","0002",148921,188637
0,148486,189525,"S","034843","0005",148486,189361
0,149968,189117,"C","034849","0412",150549,189133
0,150138,189495,"S","141922","0011",150141,189517
0,149263,188233,"S","034854","0006",149392,188224
0,150439,188294,"S","034917","0002",150486,188362
0,148651,189705,"S","145015","0008",148632,189706
0,148858,185380,"S","034928","0080",148759,185328
0,149596,188068,"S","034875","0023",149563,187971
0,147662,189646,"S","034959","0017",147608,189553
1,147662,189646,"S","034959","0049",147704,189751
0,149887,189579,"S","034893","0035",149882,189601
1,149968,189117,"C","034849","0350",150230,189109
1,149525,189223,"S","034858","0039",149502,189307
2,149968,189117,"C","034849","0312",150092,189083
2,149314,189369,"S","034845","0023",149291,189389
1,148565,189309,"S","034849","0034",148544,189281
1,147608,189181,"S","034951","0016",147584,189177
1,147661,189417,"S","034838","0210",147662,189428
2,149222,189032,"S","034857","0007",149395,189074
0,149765,188093,"S","034883","0013",149778,188071
0,149760,186515,"S","034924","0066",149751,186104
0,147701,189595,"S","034944","0008",147750,189611
0,150070,186522,"S","034932","0068",150287,186896
0,148967,184664,"S","034922","0001",148785,184863
0,149642,188003,"S","034879","0008",149688,188023
0,148719,185387,"S","034926","0013",148691,185429
0,147701,189595,"S","034944","0018",147768,189686
0,148870,185648,"S","034937","0005",148871,185619
1,149760,186515,"S","034924","0072",149723,186029
1,148565,189309,"S","034849","0034",148544,189281
0,149238,189265,"S","034866","0021",149156,189281
0,149887,189579,"S","034893","0013",149735,189583
0,150603,190699,"S","034901","0008",150384,190813
1,148030,189407,"S","034948","0036",148105,189229
2,149968,189117,"C","034849","0354",150242,189113
2,149282,187956,"S","034839","0042",149187,188007
0,149765,188093,"S","034883","0004",149802,188212
1,149944,188671,"S","034897","0024",149871,188814
0,151052,188647,"S","034886","0022",150972,188544
2,149968,189117,"C","034849","0352",150235,189107
0,149476,186860,"S","034930","0078",149030,186389
0,147877,189504,"S","034838","0204",147690,189460
0,149968,189117,"C","034849","0305",149820,189106
2,148663,189540,"S","034868","0016",148685,189544
2,148595,189602,"S","034877","0020",148619,189620
0,150004,189349,"S","034905","0022",149935,189371
2,149649,189192,"S","034864","0011",149617,189248
0,147384,188276,"S","034958","0010",147280,188730
0,150097,187139,"S","034921","0009",149949,187246
0,148002,187829,"S","034867","0054",148647,188285
0,149352,188986,"S","034884","0037",149035,188982
0,149765,188093,"S","034883","0016",149758,187999
1,147608,189181,"S","034951","0025",147620,189169
1,149968,189117,"C","034849","0366",150287,189118
0,151052,188647,"S","034886","0079",151187,188931
2,149152,189237,"C","034849","0277",149617,189109
2,149567,189055,"S","034865","0007",149580,189049
0,147745,189549,"S","034964","0008",147750,189580
2,149817,189264,"S","034887","0006",149814,189285
2,147608,189181,"S","034951","0031",147626,189149
1,149887,189579,"S","034893","0064",150120,189588
1,149158,188757,"S","034842","0010",149156,188852
0,149966,189432,"S","034904","0019",150011,189453
1,149314,189369,"S","034845","0035",149330,189377
0,147662,189646,"S","034959","0017",147608,189553
0,147597,189402,"S","034947","0003",147613,189378
0,148870,185648,"S","034937","0026",148945,185738
2,149152,189237,"C","034849","0188",149511,189096
0,148565,189309,"S","034849","0024",148475,189254
0,149887,189579,"S","034893","0020",149825,189555
2,149890,189351,"S","034891","0006",149932,189149
0,150370,190552,"S","034885","0014",150361,190525
0,149454,188089,"S","034846","0095",149606,187680
2,149282,187956,"S","034839","0042",149187,188007
0,148798,185910,"S","034930","0044",148822,185998
0,148148,186687,"S","034931","0190",147970,187128
0,150534,189058,"S","034912","0012",150486,189079
1,149282,187956,"S","034839","0005",149324,187946
0,149152,189237,"C","034849","0140",149280,189145
2,149222,189032,"S","034857","0065",149167,189012
1,147928,189141,"S","034961","0117",148024,189172
2,149152,189237,"C","034849","0136",149264,189153
2,149314,189369,"S","034845","0055",149407,189359
0,149388,188121,"S","034873","0001",149393,188103
0,148798,185910,"S","034930","0003",148718,185695
0,149765,188093,"S","034883","0020",149737,188063
0,147415,189145,"S","034946","0027",147382,189034
0,149591,187803,"S","034874","0003",149586,187820
1,149997,188795,"S","034899","0046",150046,188808
0,148858,185380,"S","034928","0014",148904,185833
1,149263,188233,"S","034854","0010",149376,188226
1,148867,189649,"S","034838","0075",148713,189713
0,147745,189549,"S","034964","0010",147747,189588
0,151052,188647,"S","034886","0032",151047,188611
0,148798,185910,"S","034930","0040",148795,185969
2,148588,189526,"S","034869","0009",148568,189494
2,147447,188932,"S","034961","0006",147323,188864
0,149142,188628,"S","034836","0023",149236,188602
1,149158,188757,"S","034842","0008",149161,188860
0,149476,186860,"S","034930","0076",149022,186365
0,149136,187851,"S","034862","0039",149125,188046
0,150908,188191,"S","034898","0111",150461,188558
0,149136,187851,"S","034862","0062",149085,187896
1,149152,189237,"C","034849","0106",149144,189207
0,148798,185910,"S","034930","0040",148795,185969
1,151052,188647,"S","034886","0021",150852,188451
0,148867,189649,"S","034838","0061",148977,189602
0,151052,188647,"S","034886","0041",150949,188568
2,149194,189453,"S","034855","0056",149211,189451
2,147608,189181,"S","034951","0067",147619,189018
0,149352,188986,"S","034884","0018",149321,189002
0,148538,188128,"S","034867","0057",148622,188198
2,148588,189526,"S","034869","0009",148568,189494
0,149234,187872,"S","034850","0003",149175,187952
0,149760,186515,"S","034924","0068",149723,186082
0,149924,187584,"S","034934","0033",149932,187645
0,148486,189525,"S","034843","0010",148527,189418
0,149890,189351,"S","034891","0085",149868,189543
1,147826,188940,"S","034972","0004",147805,188969
0,150149,188785,"S","034898","0034",150062,188858
1,149194,189453,"S","034855","0052",149202,189434
0,149765,188093,"S","034883","0016",149758,187999
2,147447,188932,"S","034961","0025",147359,188916
1,147928,189141,"S","034961","0119",148067,189182
0,148763,185666,"S","152573","0009",148795,185654
0,150439,188294,"S","034917","0043",150243,188063
1,150149,188785,"S","034898","0022",150009,188896
0,148867,189649,"S","034838","0125",148350,189669
0,150097,187139,"S","034921","0027",150099,187110
1,149968,189117,"C","034849","0330",150150,189092
0,148810,188903,"S","034840","0009",148730,188868
0,148486,189525,"S","034843","0021",148468,189473
0,147447,188932,"S","034961","0029",147382,188926
0,147895,188973,"S","034973","0005",147914,188977
2,149314,189369,"S","034845","0023",149291,189389
0,150138,189495,"S","141922","0015",150153,189555
0,149476,186860,"S","034930","0148",149623,187072
0,149685,190373,"S","034900","0040",149759,190434
0,149571,187227,"S","034862","0174",149449,187361
0,149760,186515,"S","034924","0034",149774,186559
0,151052,188647,"S","034886","0035",150883,188536
0,149681,189474,"S","034897","0012",149704,189525
1,147928,189141,"S","034961","0112",148109,189155
0,148763,185666,"S","152573","0007",148783,185672
0,149685,190373,"S","034900","0022",149585,190186
1,149158,188757,"S","034842","0022",149156,188810
0,149355,187795,"S","034851","0043",149225,187741
0,148719,185387,"S","034926","0011",148687,185455
1,149152,189237,"C","034849","0112",149179,189198
0,148763,185666,"S","152573","0008",148759,185645
1,148565,189309,"S","034849","0053",148542,189320
1,149222,189032,"S","034857","0037",149278,189035
0,151052,188647,"S","034886","0018",150945,188528
0,148538,188128,"S","034867","0059",148605,188178
0,148798,185910,"S","034930","0036",148791,185941
0,148538,188128,"S","034867","0065",148569,188133
0,149596,188068,"S","034875","0017",149581,187920
0,149760,186515,"S","034924","0074",149721,186009
0,148565,189309,"S","034849","0026",148489,189261
1,148867,189649,"S","034838","0075",148713,189713
0,149760,186515,"S","034924","0036",149771,186542
1,149016,189083,"S","034872","0039",149021,189058
0,149529,188779,"S","034846","0014",149424,188833
1,148565,189309,"S","034849","0053",148542,189320
0,148651,189705,"S","145015","0004",148664,189677
0,149476,186860,"S","034930","0099",149227,186523
0,148651,189705,"S","145015","0002",148675,189700
2,149152,189237,"C","034849","0205",149321,189158
2,149152,189237,"C","034849","0152",149341,189122
0,149966,189432,"S","034904","0015",149990,189451
1,149968,189117,"C","034849","0242",149797,189077
1,149238,189265,"S","034866","0016",149212,189301
0,147922,189388,"S","034949","0015",147950,189352
0,149476,186860,"S","034930","0136",149540,186948
1,149560,189108,"S","034858","0044",149526,189303
0,149968,189117,"C","034849","0420",150598,189123
0,147491,188983,"S","034963","0004",147504,189038
2,148798,185910,"S","034930","0027",148818,185916
0,148798,185910,"S","034930","0013",148783,185849
1,149153,188920,"S","034860","0022",149065,188892
2,149314,189369,"S","034845","0087",149537,189362
0,148798,185910,"S","034930","0013",148783,185849
0,148004,189287,"S","034942","0009",147979,189253
2,149152,189237,"C","034849","0247",149499,189128
0,147662,189646,"S","034959","0027",147627,189613
0,149968,189117,"C","034849","0430",150747,189108
0,149152,189237,"C","034849","0172",149443,189102
2,149016,189083,"S","034872","0015",149060,189173
1,149966,189432,"S","034904","0007",149944,189450
1,147447,188932,"S","034961","0014",147360,188887
0,150004,189349,"S","034905","0032",149939,189331
0,148651,189705,"S","145015","0010",148651,189728
1,149968,189117,"C","034849","0250",149823,189080
0,149314,189369,"S","034845","0051",149381,189377
2,147608,189181,"S","034951","0037",147626,189131
1,147928,189141,"S","034961","0112",148109,189155
0,147415,189145,"S","034946","0007",147498,189220
0,148148,186687,"S","034931","0135",148407,186108
1,149681,189474,"S","034897","0019",149770,189209
0,149152,189237,"C","034849","0179",149250,189201
0,147672,189376,"S","034950","0001",147668,189400
0,148891,189406,"S","034837","0017",148873,189425
0,147922,189388,"S","034949","0009",147931,189408
0,147803,190203,"S","034959","0050",147865,190032
0,148858,185380,"S","034928","0064",148891,185461
0,149222,189032,"S","034857","0002",149394,189100
1,149263,188233,"S","034854","0029",149211,188226
0,149234,187872,"S","034850","0003",149175,187952
1,149458,189229,"S","034856","0011",149446,189213
0,149476,186860,"S","034930","0106",149315,186757
0,147415,189145,"S","034946","0007",147498,189220
1,149019,188587,"S","034859","0024",148966,188584
0,148959,189438,"S","034881","0010",148976,189488
1,148907,188742,"S","034872","0108",148900,188693
0,150370,190552,"S","034885","0017",150374,190540
0,151052,188647,"S","034886","0018",150945,188528
1,149997,188795,"S","034899","0022",149977,188757
0,149136,187851,"S","034862","0045",149121,187951
0,150097,187139,"S","034921","0029",150124,187096
0,150908,188191,"S","034898","0145",150581,188436
0,148867,189649,"S","034838","0125",148350,189669
0,148907,188742,"S","034872","0135",149036,188692
2,149222,189032,"S","034857","0020",149217,189041
0,147839,189379,"S","034960","0040",147840,189312
0,150004,189349,"S","034905","0028",149938,189345
0,149472,186072,"S","034936","0086",149609,186184
0,147803,190203,"S","034959","0130",148016,190744
0,151334,188719,"S","034903","0004",151229,188846
0,150184,188975,"S","034890","0018",150177,188921
0,147415,189145,"S","034946","0029",147376,189013
1,149649,189192,"S","034864","0003",149601,189290
0,150039,189201,"S","034909","0012",150052,189255
0,149352,188986,"S","034884","0021",149300,189002
1,149194,189453,"S","034855","0066",149228,189483
0,148858,185380,"S","034928","0023",149008,185710
0,149454,188089,"S","034846","0027",149564,188329
0,149016,189083,"S","034872","0042",148991,189041
0,149158,188757,"S","034842","0003",149200,188861
0,149070,186826,"S","034919","0001",149015,186842
2,149890,189351,"S","034891","0036",149902,189345
2,147866,189024,"S","034965","0005",147903,189021
2,149152,189237,"C","034849","0133",149030,189260
0,148798,185910,"S","034930","0026",148728,185826
0,148798,185910,"S","034930","0036",148791,185941
0,149472,186072,"S","034936","0074",149501,186125
2,149454,188089,"S","034846","0042",149472,188487
0,149142,188628,"S","034836","0026",149175,188640
2,150149,188785,"S","034898","0042",150094,188824
0,148651,189705,"S","145015","0001",148681,189709
0,150070,186522,"S","034932","0054",150171,186756
0,147662,189646,"S","034959","0027",147627,189613
1,149278,189563,"S","034855","0037",149187,189560
1,150149,188785,"S","034898","0122",150272,188580
1,150439,188294,"S","034917","0016",150297,188196
0,147415,189145,"S","034946","0029",147376,189013
2,148728,189475,"S","034876","0033",148654,189441
0,149454,188089,"S","034846","0074",149455,188210
0,147922,189388,"S","034949","0015",147950,189352
1,149472,186072,"S","034936","0063",149382,185965
0,148907,188742,"S","034872","0096",148871,188734
1,149158,188757,"S","034842","0032",149143,188776
0,149765,188093,"S","034883","0010",149813,188122
0,147803,190203,"S","034959","0099",147803,190121
1,149454,188089,"S","034846","0078",149454,188157
1,148595,189602,"S","034877","0030",148559,189607
1,148622,185810,"S","034931","0055",148883,185359
0,148858,185380,"S","034928","0068",148875,185436
0,148719,185387,"S","034926","0013",148691,185429
0,147928,189141,"S","034961","0099",147902,189145
0,147482,190322,"S","034954","0014",147550,190376
0,149222,189032,"S","034857","0062",149060,189088
0,148763,185666,"S","152573","0010",148772,185630
0,149142,188628,"S","034836","0022",149238,188642
1,149263,188233,"S","034854","0007",149372,188176
0,147877,189504,"S","034838","0176",147845,189557
0,151052,188647,"S","034886","0036",151083,188642
0,149153,188920,"S","034860","0006",149319,188914
0,146819,189968,"S","034954","0070",146763,190304
0,149454,188089,"S","034846","0055",149490,188149
0,149402,187891,"S","034863","0002",149400,187946
0,151052,188647,"S","034886","0016",150935,188518
0,147447,188932,"S","034961","0049",147481,188961
0,147701,189595,"S","034944","0016",147780,189663
1,149472,186072,"S","034936","0059",149340,185923
0,148531,185045,"S","034928","0097",148553,185060
0,149760,186515,"S","034924","0077",149686,186054
2,149222,189032,"S","034857","0020",149217,189041
0,149278,189563,"S","034855","0088",149223,189562
0,150004,189349,"S","034905","0011",149990,189322
2,149222,189032,"S","034857","0087",149099,189028
2,149314,189369,"S","034845","0031",149320,189381
0,149352,188986,"S","034884","0008",149372,189006
0,149571,187227,"S","034862","0168",149406,187390
0,148622,185810,"S","034931","0114",148646,185774
0,149070,186826,"S","034919","0001",149015,186842
2,150138,189495,"S","141922","0006",150036,189533
0,149152,189237,"C","034849","0181",149250,189201
1,148565,189309,"S","034849","0082",148895,189273
1,149887,189579,"S","034893","0064",150120,189588
2,147608,189181,"S","034951","0039",147622,189119
0,150039,189201,"S","034909","0012",150052,189255
0,149968,189117,"C","034849","0260",149876,189083
0,148002,187829,"S","034867","0054",148647,188285
0,150908,188191,"S","034898","0111",150461,188558
2,148748,189558,"S","034871","0025",148711,189595
1,149476,186860,"S","034930","0061",148981,186212
0,147803,190203,"S","034959","0123",147707,190361
0,150908,188191,"S","034898","0156",150534,188424
0,149352,188986,"S","034884","0019",149321,189002
1,148622,185810,"S","034931","0069",148812,185455
0,149476,186860,"S","034930","0167",149625,186998
2,149339,189313,"S","034853","0005",149322,189312
0,149136,187851,"S","034862","0045",149121,187951
0,148867,189649,"S","034838","0113",148440,189732
1,149760,186515,"S","034924","0070",149717,186052
0,149454,188089,"S","034846","0108",149488,187860
2,149890,189351,"S","034891","0049",149869,189333
2,148891,189406,"S","034837","0010",148928,189351
2,149890,189351,"S","034891","0041",149870,189309
0,149571,187227,"S","034862","0119",149540,187313
1,147928,189141,"S","034961","0079",147777,189078
1,149339,189313,"S","034853","0001",149315,189297
0,149222,189032,"S","034857","0038",149173,189080
1,151052,188647,"S","034886","0052",151155,188861
0,147745,189549,"S","034964","0008",147750,189580
0,148907,188742,"S","034872","0096",148871,188734
2,147608,189181,"S","034951","0067",147619,189018
1,147608,189181,"S","034951","0025",147620,189169
0,149887,189579,"S","034893","0026",149866,189561
0,149571,189009,"S","034844","0024",149646,189046
0,149402,187891,"S","034863","0006",149418,187904
2,149742,189295,"S","034888","0003",149751,189332
2,148663,189540,"S","034868","0022",148679,189571
0,150719,188333,"C","034898","0166",150680,188369
0,149472,186072,"S","034936","0084",149595,186166
0,150908,188191,"S","034898","0145",150581,188436
0,147447,188932,"S","034961","0040",147535,188940
1,147608,189181,"S","034951","0033",147627,189144
2,149890,189351,"S","034891","0041",149870,189309
0,149596,188068,"S","034875","0017",149581,187920
0,149152,189237,"C","034849","0208",149598,189081
2,149152,189237,"C","034849","0261",149544,189118
0,149924,187584,"S","034934","0011",149836,187465
1,149476,186860,"S","034930","0067",148984,186239
1,149890,189351,"S","034891","0031",149880,189253
0,148002,187829,"S","034867","0090",148295,187876
0,149234,187872,"S","034850","0011",149204,187876
0,149582,189146,"S","160374","0003",149594,189162
1,149968,189117,"C","034849","0242",149797,189077
1,149326,189280,"S","034847","0005",149321,189206
0,149142,188628,"S","034836","0027",149208,188603
1,148798,185910,"S","034930","0041",148845,185965
1,149830,187390,"S","034927","0027",149850,187333
0,149136,187851,"S","034862","0059",149176,187822
1,149830,187390,"S","034927","0027",149850,187333
2,149890,189351,"S","034891","0051",149869,189339
0,149388,188121,"S","034873","0004",149401,188141
0,148867,189649,"S","034838","0093",148607,189837
1,147608,189181,"S","034951","0028",147585,189116
0,149070,186826,"S","034919","0001",149015,186842
0,150534,189058,"S","034912","0016",150553,189083
1,149153,188920,"S","034860","0007",149298,188918
0,148867,189649,"S","034838","0041",149176,189625
0,148763,185666,"S","152573","0008",148759,185645
2,148891,189406,"S","034837","0010",148928,189351
0,147662,189646,"S","034959","0016",147641,189559
0,148806,185766,"G","164995","0016",148798,185733
2,149130,189305,"S","034855","0044",149179,189383
2,149890,189351,"S","034891","0027",149883,189238
1,147928,189141,"S","034961","0117",148024,189172
0,148806,185766,"G","164995","0014",148815,185697
