"src_id","src_addrid","lang_code","street_nm","hnr_base","hnr_full","appt_nr","bus_nr","pc","axon_name","laxon_name","x0","y0","x1","y1","x2","y2","x3","y3","angle","cntry_code","source","prior_source","parity"
1001303590,"1752515","DUT","Mechelseweg",108,"108",,"1",1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149163.26,189203.52,149168.83,189218.21,149163.26,189203.52,149165.67,189209.87,,"BE","crab",,
2003116115,"1752738","DUT","Mechelseweg",108,"108",,,1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149163.26,189203.52,149168.83,189218.21,149163.26,189203.52,149165.67,189209.87,,"BE","crab",,
2000158793,"1754305","DUT","Mechelseweg",109,"109",,,1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",148872.25,189314.69,148870.35,189307.85,148872.25,189314.69,148870.36,189307.86,,"BE","crab",,
1001297404,"1752497","DUT","Mechelseweg",110,"110",,"1",1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149163.26,189203.52,149168.83,189218.21,149163.26,189203.52,149165.67,189209.87,,"BE","crab",,
1001299783,"1752614","DUT","Mechelseweg",110,"110",,"3",1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149163.26,189203.52,149168.83,189218.21,149163.26,189203.52,149165.67,189209.87,,"BE","crab",,
1001235715,"1752517","DUT","Mechelseweg",110,"110",,"2",1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149163.26,189203.52,149168.83,189218.21,149163.26,189203.52,149165.67,189209.87,,"BE","crab",,
2000129723,"1754330","DUT","Mechelseweg",110,"110",,,1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149163.26,189203.52,149168.83,189218.21,149163.26,189203.52,149165.67,189209.87,,"BE","crab",,
2001372623,"1753066","DUT","Mechelseweg",111,"111",,,1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",148879.83,189317.51,148876.08,189305.99,148879.83,189317.51,148876.3,189306.67,,"BE","crab",,
2000935089,"1750638","DUT","Mechelseweg",112,"112",,,1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149179.1,189197.54,149184.67,189212.21,149179.1,189197.54,149181.5,189203.88,,"BE","crab",,
2002248034,"1752911","DUT","Mechelseweg",113,"113",,,1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",148891.05,189311.42,148887.46,189301.88,148891.05,189311.42,148888.18,189303.78,,"BE","crab",,
2000666479,"1750849","DUT","Mechelseweg",114,"114",,,1880,"KAPELLE-OP-DEN-BOS","KAPELLE-OP-DEN-BOS",149180.36,189188.69,149188.7,189210.68,149180.36,189188.69,149185.31,189201.74,,"BE","crab",,
